Round,Attack,Sample_Index,Sample_Path,Seed_Path,"(Seed_label, Sample_label)"
1,PGD,15,PyTorch/TorchDenseNet/adversarial_samples/round_1_attack_PGD_sample_15.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_PGD_sample_0.npy,"(56, 90)"
1,PGD,16,PyTorch/TorchDenseNet/adversarial_samples/round_1_attack_PGD_sample_16.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_Universal_sample_10.npy,"(49, 6)"
1,PGD,17,PyTorch/TorchDenseNet/adversarial_samples/round_1_attack_PGD_sample_17.npy,PyTorch/TorchDenseNet/adversarial_samples/seed_data/initial_seed_data.npy,"(71, 88)"
1,PGD,18,PyTorch/TorchDenseNet/adversarial_samples/round_1_attack_PGD_sample_18.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_PGD_sample_14.npy,"(71, 70)"
1,PGD,19,PyTorch/TorchDenseNet/adversarial_samples/round_1_attack_PGD_sample_19.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_DeepFool_sample_21.npy,"(70, 71)"
1,PGD,20,PyTorch/TorchDenseNet/adversarial_samples/round_1_attack_PGD_sample_20.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_DeepFool_sample_2.npy,"(56, 90)"
1,PGD,21,PyTorch/TorchDenseNet/adversarial_samples/round_1_attack_PGD_sample_21.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_DeepFool_sample_29.npy,"(91, 90)"
1,PGD,22,PyTorch/TorchDenseNet/adversarial_samples/round_1_attack_PGD_sample_22.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_DeepFool_sample_5.npy,"(88, 90)"
1,PGD,23,PyTorch/TorchDenseNet/adversarial_samples/round_1_attack_PGD_sample_23.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_PGD_sample_19.npy,"(56, 90)"
1,PGD,24,PyTorch/TorchDenseNet/adversarial_samples/round_1_attack_PGD_sample_24.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_PGD_sample_28.npy,"(71, 70)"
1,PGD,25,PyTorch/TorchDenseNet/adversarial_samples/round_1_attack_PGD_sample_25.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_DeepFool_sample_17.npy,"(88, 90)"
1,PGD,26,PyTorch/TorchDenseNet/adversarial_samples/round_1_attack_PGD_sample_26.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_PGD_sample_17.npy,"(56, 90)"
1,PGD,27,PyTorch/TorchDenseNet/adversarial_samples/round_1_attack_PGD_sample_27.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_PGD_sample_23.npy,"(36, 57)"
1,PGD,28,PyTorch/TorchDenseNet/adversarial_samples/round_1_attack_PGD_sample_28.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_PGD_sample_15.npy,"(71, 70)"
1,PGD,29,PyTorch/TorchDenseNet/adversarial_samples/round_1_attack_PGD_sample_29.npy,PyTorch/TorchDenseNet/adversarial_samples/seed_data/initial_seed_data.npy,"(70, 88)"
2,Universal,0,PyTorch/TorchDenseNet/adversarial_samples/round_2_attack_Universal_sample_0.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_PGD_sample_24.npy,"(56, 90)"
2,Universal,1,PyTorch/TorchDenseNet/adversarial_samples/round_2_attack_Universal_sample_1.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_PGD_sample_23.npy,"(70, 57)"
2,Universal,2,PyTorch/TorchDenseNet/adversarial_samples/round_2_attack_Universal_sample_2.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_PGD_sample_18.npy,"(90, 90)"
2,Universal,3,PyTorch/TorchDenseNet/adversarial_samples/round_2_attack_Universal_sample_3.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_Universal_sample_26.npy,"(9, 90)"
2,Universal,4,PyTorch/TorchDenseNet/adversarial_samples/round_2_attack_Universal_sample_4.npy,PyTorch/TorchDenseNet/adversarial_samples/seed_data/initial_seed_data.npy,"(56, 6)"
2,Universal,5,PyTorch/TorchDenseNet/adversarial_samples/round_2_attack_Universal_sample_5.npy,PyTorch/TorchDenseNet/adversarial_samples/seed_data/initial_seed_data.npy,"(56, 88)"
2,Universal,6,PyTorch/TorchDenseNet/adversarial_samples/round_2_attack_Universal_sample_6.npy,PyTorch/TorchDenseNet/adversarial_samples/seed_data/initial_seed_data.npy,"(56, 88)"
2,Universal,7,PyTorch/TorchDenseNet/adversarial_samples/round_2_attack_Universal_sample_7.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_DeepFool_sample_27.npy,"(56, 88)"
2,Universal,8,PyTorch/TorchDenseNet/adversarial_samples/round_2_attack_Universal_sample_8.npy,PyTorch/TorchDenseNet/adversarial_samples/seed_data/initial_seed_data.npy,"(56, 71)"
2,Universal,9,PyTorch/TorchDenseNet/adversarial_samples/round_2_attack_Universal_sample_9.npy,PyTorch/TorchDenseNet/adversarial_samples/seed_data/initial_seed_data.npy,"(56, 88)"
2,Universal,10,PyTorch/TorchDenseNet/adversarial_samples/round_2_attack_Universal_sample_10.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_DeepFool_sample_24.npy,"(56, 88)"
2,Universal,11,PyTorch/TorchDenseNet/adversarial_samples/round_2_attack_Universal_sample_11.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_Universal_sample_5.npy,"(71, 71)"
2,Universal,12,PyTorch/TorchDenseNet/adversarial_samples/round_2_attack_Universal_sample_12.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_DeepFool_sample_3.npy,"(56, 71)"
2,Universal,13,PyTorch/TorchDenseNet/adversarial_samples/round_2_attack_Universal_sample_13.npy,PyTorch/TorchDenseNet/adversarial_samples/round_1_attack_PGD_sample_17.npy,"(91, 6)"
2,Universal,14,PyTorch/TorchDenseNet/adversarial_samples/round_2_attack_Universal_sample_14.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_Universal_sample_22.npy,"(71, 90)"
2,Universal,15,PyTorch/TorchDenseNet/adversarial_samples/round_2_attack_Universal_sample_15.npy,PyTorch/TorchDenseNet/adversarial_samples/round_1_attack_PGD_sample_22.npy,"(71, 71)"
2,Universal,16,PyTorch/TorchDenseNet/adversarial_samples/round_2_attack_Universal_sample_16.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_PGD_sample_21.npy,"(9, 71)"
2,Universal,17,PyTorch/TorchDenseNet/adversarial_samples/round_2_attack_Universal_sample_17.npy,PyTorch/TorchDenseNet/adversarial_samples/seed_data/initial_seed_data.npy,"(56, 6)"
2,Universal,18,PyTorch/TorchDenseNet/adversarial_samples/round_2_attack_Universal_sample_18.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_Universal_sample_20.npy,"(91, 88)"
2,Universal,19,PyTorch/TorchDenseNet/adversarial_samples/round_2_attack_Universal_sample_19.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_DeepFool_sample_12.npy,"(70, 70)"
2,Universal,20,PyTorch/TorchDenseNet/adversarial_samples/round_2_attack_Universal_sample_20.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_PGD_sample_9.npy,"(70, 90)"
2,Universal,21,PyTorch/TorchDenseNet/adversarial_samples/round_2_attack_Universal_sample_21.npy,PyTorch/TorchDenseNet/adversarial_samples/seed_data/initial_seed_data.npy,"(70, 70)"
3,DeepFool,0,PyTorch/TorchDenseNet/adversarial_samples/round_3_attack_DeepFool_sample_0.npy,PyTorch/TorchDenseNet/adversarial_samples/round_1_attack_PGD_sample_29.npy,"(90, 70)"
3,DeepFool,1,PyTorch/TorchDenseNet/adversarial_samples/round_3_attack_DeepFool_sample_1.npy,PyTorch/TorchDenseNet/adversarial_samples/round_2_attack_Universal_sample_2.npy,"(70, 9)"
3,DeepFool,2,PyTorch/TorchDenseNet/adversarial_samples/round_3_attack_DeepFool_sample_2.npy,PyTorch/TorchDenseNet/adversarial_samples/round_1_attack_PGD_sample_16.npy,"(57, 49)"
3,DeepFool,3,PyTorch/TorchDenseNet/adversarial_samples/round_3_attack_DeepFool_sample_3.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_PGD_sample_2.npy,"(9, 70)"
3,DeepFool,4,PyTorch/TorchDenseNet/adversarial_samples/round_3_attack_DeepFool_sample_4.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_FGM_sample_27.npy,"(90, 70)"
3,DeepFool,5,PyTorch/TorchDenseNet/adversarial_samples/round_3_attack_DeepFool_sample_5.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_DeepFool_sample_1.npy,"(6, 90)"
3,DeepFool,6,PyTorch/TorchDenseNet/adversarial_samples/round_3_attack_DeepFool_sample_6.npy,PyTorch/TorchDenseNet/adversarial_samples/round_1_attack_PGD_sample_28.npy,"(91, 71)"
3,DeepFool,7,PyTorch/TorchDenseNet/adversarial_samples/round_3_attack_DeepFool_sample_7.npy,PyTorch/TorchDenseNet/adversarial_samples/seed_data/initial_seed_data.npy,"(53, 88)"
3,DeepFool,8,PyTorch/TorchDenseNet/adversarial_samples/round_3_attack_DeepFool_sample_8.npy,PyTorch/TorchDenseNet/adversarial_samples/seed_data/initial_seed_data.npy,"(53, 88)"
3,DeepFool,9,PyTorch/TorchDenseNet/adversarial_samples/round_3_attack_DeepFool_sample_9.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_FGM_sample_16.npy,"(71, 70)"
3,DeepFool,10,PyTorch/TorchDenseNet/adversarial_samples/round_3_attack_DeepFool_sample_10.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_DeepFool_sample_24.npy,"(56, 56)"
3,DeepFool,11,PyTorch/TorchDenseNet/adversarial_samples/round_3_attack_DeepFool_sample_11.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_DeepFool_sample_0.npy,"(53, 71)"
3,DeepFool,12,PyTorch/TorchDenseNet/adversarial_samples/round_3_attack_DeepFool_sample_12.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_FGM_sample_0.npy,"(6, 71)"
3,DeepFool,13,PyTorch/TorchDenseNet/adversarial_samples/round_3_attack_DeepFool_sample_13.npy,PyTorch/TorchDenseNet/adversarial_samples/seed_data/initial_seed_data.npy,"(71, 70)"
3,DeepFool,14,PyTorch/TorchDenseNet/adversarial_samples/round_3_attack_DeepFool_sample_14.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_DeepFool_sample_20.npy,"(53, 88)"
3,DeepFool,15,PyTorch/TorchDenseNet/adversarial_samples/round_3_attack_DeepFool_sample_15.npy,PyTorch/TorchDenseNet/adversarial_samples/round_1_attack_PGD_sample_25.npy,"(6, 90)"
3,DeepFool,16,PyTorch/TorchDenseNet/adversarial_samples/round_3_attack_DeepFool_sample_16.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_Universal_sample_4.npy,"(56, 88)"
3,DeepFool,17,PyTorch/TorchDenseNet/adversarial_samples/round_3_attack_DeepFool_sample_17.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_PGD_sample_23.npy,"(71, 6)"
3,DeepFool,18,PyTorch/TorchDenseNet/adversarial_samples/round_3_attack_DeepFool_sample_18.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_FGM_sample_29.npy,"(90, 57)"
3,DeepFool,19,PyTorch/TorchDenseNet/adversarial_samples/round_3_attack_DeepFool_sample_19.npy,PyTorch/TorchDenseNet/adversarial_samples/seed_data/initial_seed_data.npy,"(71, 70)"
3,DeepFool,20,PyTorch/TorchDenseNet/adversarial_samples/round_3_attack_DeepFool_sample_20.npy,PyTorch/TorchDenseNet/adversarial_samples/round_1_attack_PGD_sample_21.npy,"(53, 88)"
3,DeepFool,21,PyTorch/TorchDenseNet/adversarial_samples/round_3_attack_DeepFool_sample_21.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_Universal_sample_22.npy,"(56, 91)"
3,DeepFool,22,PyTorch/TorchDenseNet/adversarial_samples/round_3_attack_DeepFool_sample_22.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_PGD_sample_28.npy,"(56, 6)"
3,DeepFool,23,PyTorch/TorchDenseNet/adversarial_samples/round_3_attack_DeepFool_sample_23.npy,PyTorch/TorchDenseNet/adversarial_samples/round_1_attack_PGD_sample_18.npy,"(56, 56)"
4,FGM,0,PyTorch/TorchDenseNet/adversarial_samples/round_4_attack_FGM_sample_0.npy,PyTorch/TorchDenseNet/adversarial_samples/round_1_attack_PGD_sample_4.npy,"(91, 71)"
4,FGM,1,PyTorch/TorchDenseNet/adversarial_samples/round_4_attack_FGM_sample_1.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_DeepFool_sample_7.npy,"(91, 90)"
4,FGM,2,PyTorch/TorchDenseNet/adversarial_samples/round_4_attack_FGM_sample_2.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_Universal_sample_4.npy,"(56, 6)"
4,FGM,3,PyTorch/TorchDenseNet/adversarial_samples/round_4_attack_FGM_sample_3.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_FGM_sample_9.npy,"(71, 70)"
4,FGM,4,PyTorch/TorchDenseNet/adversarial_samples/round_4_attack_FGM_sample_4.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_DeepFool_sample_8.npy,"(91, 90)"
4,FGM,5,PyTorch/TorchDenseNet/adversarial_samples/round_4_attack_FGM_sample_5.npy,PyTorch/TorchDenseNet/adversarial_samples/round_2_attack_Universal_sample_16.npy,"(71, 70)"
4,FGM,6,PyTorch/TorchDenseNet/adversarial_samples/round_4_attack_FGM_sample_6.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_FGM_sample_12.npy,"(71, 70)"
4,FGM,7,PyTorch/TorchDenseNet/adversarial_samples/round_4_attack_FGM_sample_7.npy,PyTorch/TorchDenseNet/adversarial_samples/round_1_attack_PGD_sample_17.npy,"(9, 71)"
4,FGM,8,PyTorch/TorchDenseNet/adversarial_samples/round_4_attack_FGM_sample_8.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_Universal_sample_25.npy,"(56, 6)"
4,FGM,9,PyTorch/TorchDenseNet/adversarial_samples/round_4_attack_FGM_sample_9.npy,PyTorch/TorchDenseNet/adversarial_samples/seed_data/initial_seed_data.npy,"(70, 88)"
4,FGM,10,PyTorch/TorchDenseNet/adversarial_samples/round_4_attack_FGM_sample_10.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_PGD_sample_19.npy,"(56, 90)"
4,FGM,11,PyTorch/TorchDenseNet/adversarial_samples/round_4_attack_FGM_sample_11.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_DeepFool_sample_12.npy,"(70, 71)"
4,FGM,12,PyTorch/TorchDenseNet/adversarial_samples/round_4_attack_FGM_sample_12.npy,PyTorch/TorchDenseNet/adversarial_samples/round_2_attack_Universal_sample_7.npy,"(49, 56)"
4,FGM,13,PyTorch/TorchDenseNet/adversarial_samples/round_4_attack_FGM_sample_13.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_FGM_sample_2.npy,"(71, 70)"
4,FGM,14,PyTorch/TorchDenseNet/adversarial_samples/round_4_attack_FGM_sample_14.npy,PyTorch/TorchDenseNet/adversarial_samples/seed_data/initial_seed_data.npy,"(70, 88)"
4,FGM,15,PyTorch/TorchDenseNet/adversarial_samples/round_4_attack_FGM_sample_15.npy,PyTorch/TorchDenseNet/adversarial_samples/round_1_attack_PGD_sample_9.npy,"(91, 71)"
4,FGM,16,PyTorch/TorchDenseNet/adversarial_samples/round_4_attack_FGM_sample_16.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_Universal_sample_10.npy,"(70, 6)"
4,FGM,17,PyTorch/TorchDenseNet/adversarial_samples/round_4_attack_FGM_sample_17.npy,PyTorch/TorchDenseNet/adversarial_samples/round_1_attack_PGD_sample_23.npy,"(91, 56)"
4,FGM,18,PyTorch/TorchDenseNet/adversarial_samples/round_4_attack_FGM_sample_18.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_PGD_sample_8.npy,"(91, 90)"
4,FGM,19,PyTorch/TorchDenseNet/adversarial_samples/round_4_attack_FGM_sample_19.npy,PyTorch/TorchDenseNet/adversarial_samples/round_3_attack_DeepFool_sample_10.npy,"(70, 53)"
4,FGM,20,PyTorch/TorchDenseNet/adversarial_samples/round_4_attack_FGM_sample_20.npy,PyTorch/TorchDenseNet/adversarial_samples/round_1_attack_PGD_sample_22.npy,"(71, 88)"
4,FGM,21,PyTorch/TorchDenseNet/adversarial_samples/round_4_attack_FGM_sample_21.npy,PyTorch/TorchDenseNet/adversarial_samples/round_2_attack_Universal_sample_8.npy,"(91, 56)"
4,FGM,22,PyTorch/TorchDenseNet/adversarial_samples/round_4_attack_FGM_sample_22.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_Universal_sample_26.npy,"(70, 6)"
4,FGM,23,PyTorch/TorchDenseNet/adversarial_samples/round_4_attack_FGM_sample_23.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_Universal_sample_20.npy,"(91, 6)"
4,FGM,24,PyTorch/TorchDenseNet/adversarial_samples/round_4_attack_FGM_sample_24.npy,PyTorch/TorchDenseNet/adversarial_samples/round_3_attack_DeepFool_sample_19.npy,"(70, 53)"
4,FGM,25,PyTorch/TorchDenseNet/adversarial_samples/round_4_attack_FGM_sample_25.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_DeepFool_sample_26.npy,"(91, 90)"
4,FGM,26,PyTorch/TorchDenseNet/adversarial_samples/round_4_attack_FGM_sample_26.npy,PyTorch/TorchDenseNet/adversarial_samples/round_2_attack_Universal_sample_12.npy,"(70, 71)"
4,FGM,27,PyTorch/TorchDenseNet/adversarial_samples/round_4_attack_FGM_sample_27.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_DeepFool_sample_3.npy,"(91, 90)"
4,FGM,28,PyTorch/TorchDenseNet/adversarial_samples/round_4_attack_FGM_sample_28.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_Universal_sample_7.npy,"(88, 6)"
4,FGM,29,PyTorch/TorchDenseNet/adversarial_samples/round_4_attack_FGM_sample_29.npy,PyTorch/TorchDenseNet/adversarial_samples/seed_data/initial_seed_data.npy,"(70, 88)"
6,Universal,0,PyTorch/TorchDenseNet/adversarial_samples/round_6_attack_Universal_sample_0.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_Universal_sample_8.npy,"(90, 90)"
6,Universal,1,PyTorch/TorchDenseNet/adversarial_samples/round_6_attack_Universal_sample_1.npy,PyTorch/TorchDenseNet/adversarial_samples/round_1_attack_PGD_sample_28.npy,"(88, 6)"
6,Universal,2,PyTorch/TorchDenseNet/adversarial_samples/round_6_attack_Universal_sample_2.npy,PyTorch/TorchDenseNet/adversarial_samples/round_3_attack_DeepFool_sample_9.npy,"(91, 71)"
6,Universal,3,PyTorch/TorchDenseNet/adversarial_samples/round_6_attack_Universal_sample_3.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_DeepFool_sample_13.npy,"(9, 71)"
6,Universal,4,PyTorch/TorchDenseNet/adversarial_samples/round_6_attack_Universal_sample_4.npy,PyTorch/TorchDenseNet/adversarial_samples/round_3_attack_DeepFool_sample_11.npy,"(49, 90)"
6,Universal,5,PyTorch/TorchDenseNet/adversarial_samples/round_6_attack_Universal_sample_5.npy,PyTorch/TorchDenseNet/adversarial_samples/round_4_attack_FGM_sample_8.npy,"(71, 6)"
6,Universal,6,PyTorch/TorchDenseNet/adversarial_samples/round_6_attack_Universal_sample_6.npy,PyTorch/TorchDenseNet/adversarial_samples/round_1_attack_PGD_sample_15.npy,"(88, 56)"
6,Universal,7,PyTorch/TorchDenseNet/adversarial_samples/round_6_attack_Universal_sample_7.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_Universal_sample_6.npy,"(91, 56)"
6,Universal,8,PyTorch/TorchDenseNet/adversarial_samples/round_6_attack_Universal_sample_8.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_FGM_sample_23.npy,"(88, 6)"
6,Universal,9,PyTorch/TorchDenseNet/adversarial_samples/round_6_attack_Universal_sample_9.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_PGD_sample_17.npy,"(71, 70)"
6,Universal,10,PyTorch/TorchDenseNet/adversarial_samples/round_6_attack_Universal_sample_10.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_PGD_sample_0.npy,"(57, 90)"
6,Universal,11,PyTorch/TorchDenseNet/adversarial_samples/round_6_attack_Universal_sample_11.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_Universal_sample_0.npy,"(70, 90)"
6,Universal,12,PyTorch/TorchDenseNet/adversarial_samples/round_6_attack_Universal_sample_12.npy,PyTorch/TorchDenseNet/adversarial_samples/round_2_attack_Universal_sample_5.npy,"(88, 6)"
6,Universal,13,PyTorch/TorchDenseNet/adversarial_samples/round_6_attack_Universal_sample_13.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_Universal_sample_18.npy,"(88, 56)"
6,Universal,14,PyTorch/TorchDenseNet/adversarial_samples/round_6_attack_Universal_sample_14.npy,PyTorch/TorchDenseNet/adversarial_samples/round_3_attack_DeepFool_sample_0.npy,"(71, 56)"
6,Universal,15,PyTorch/TorchDenseNet/adversarial_samples/round_6_attack_Universal_sample_15.npy,PyTorch/TorchDenseNet/adversarial_samples/round_2_attack_Universal_sample_10.npy,"(57, 90)"
6,Universal,16,PyTorch/TorchDenseNet/adversarial_samples/round_6_attack_Universal_sample_16.npy,PyTorch/TorchDenseNet/adversarial_samples/round_3_attack_DeepFool_sample_13.npy,"(70, 56)"
6,Universal,17,PyTorch/TorchDenseNet/adversarial_samples/round_6_attack_Universal_sample_17.npy,PyTorch/TorchDenseNet/adversarial_samples/round_1_attack_PGD_sample_0.npy,"(9, 53)"
6,Universal,18,PyTorch/TorchDenseNet/adversarial_samples/round_6_attack_Universal_sample_18.npy,PyTorch/TorchDenseNet/adversarial_samples/round_2_attack_Universal_sample_20.npy,"(70, 88)"
6,Universal,19,PyTorch/TorchDenseNet/adversarial_samples/round_6_attack_Universal_sample_19.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_Universal_sample_22.npy,"(70, 9)"
6,Universal,20,PyTorch/TorchDenseNet/adversarial_samples/round_6_attack_Universal_sample_20.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_FGM_sample_25.npy,"(88, 6)"
6,Universal,21,PyTorch/TorchDenseNet/adversarial_samples/round_6_attack_Universal_sample_21.npy,PyTorch/TorchDenseNet/adversarial_samples/seed_data/initial_seed_data.npy,"(91, 70)"
6,Universal,22,PyTorch/TorchDenseNet/adversarial_samples/round_6_attack_Universal_sample_22.npy,PyTorch/TorchDenseNet/adversarial_samples/round_1_attack_PGD_sample_14.npy,"(9, 88)"
6,Universal,23,PyTorch/TorchDenseNet/adversarial_samples/round_6_attack_Universal_sample_23.npy,PyTorch/TorchDenseNet/adversarial_samples/round_1_attack_PGD_sample_29.npy,"(49, 56)"
6,Universal,24,PyTorch/TorchDenseNet/adversarial_samples/round_6_attack_Universal_sample_24.npy,PyTorch/TorchDenseNet/adversarial_samples/seed_data/initial_seed_data.npy,"(91, 91)"
6,Universal,25,PyTorch/TorchDenseNet/adversarial_samples/round_6_attack_Universal_sample_25.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_DeepFool_sample_3.npy,"(57, 70)"
6,Universal,26,PyTorch/TorchDenseNet/adversarial_samples/round_6_attack_Universal_sample_26.npy,PyTorch/TorchDenseNet/adversarial_samples/seed_data/initial_seed_data.npy,"(6, 88)"
7,Universal,0,PyTorch/TorchDenseNet/adversarial_samples/round_7_attack_Universal_sample_0.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_Universal_sample_21.npy,"(90, 90)"
7,Universal,1,PyTorch/TorchDenseNet/adversarial_samples/round_7_attack_Universal_sample_1.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_Universal_sample_28.npy,"(70, 70)"
7,Universal,2,PyTorch/TorchDenseNet/adversarial_samples/round_7_attack_Universal_sample_2.npy,PyTorch/TorchDenseNet/adversarial_samples/round_2_attack_Universal_sample_21.npy,"(88, 88)"
