Round,Index,True Label,Predict Label
2,8,"tensor(67, device='cuda:1')","tensor(17, device='cuda:1')"
2,9,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
2,10,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
2,14,"tensor(96, device='cuda:1')","tensor(67, device='cuda:1')"
2,15,"tensor(67, device='cuda:1')","tensor(17, device='cuda:1')"
2,16,"tensor(67, device='cuda:1')","tensor(17, device='cuda:1')"
2,17,"tensor(17, device='cuda:1')","tensor(96, device='cuda:1')"
2,18,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
2,20,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
2,21,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
2,22,"tensor(17, device='cuda:1')","tensor(96, device='cuda:1')"
2,29,"tensor(67, device='cuda:1')","tensor(17, device='cuda:1')"
3,0,"tensor(67, device='cuda:1')","tensor(17, device='cuda:1')"
3,1,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
3,2,"tensor(67, device='cuda:1')","tensor(17, device='cuda:1')"
3,3,"tensor(67, device='cuda:1')","tensor(96, device='cuda:1')"
3,4,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
3,5,"tensor(67, device='cuda:1')","tensor(17, device='cuda:1')"
3,6,"tensor(67, device='cuda:1')","tensor(96, device='cuda:1')"
3,7,"tensor(96, device='cuda:1')","tensor(17, device='cuda:1')"
3,8,"tensor(67, device='cuda:1')","tensor(17, device='cuda:1')"
3,9,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
3,10,"tensor(17, device='cuda:1')","tensor(96, device='cuda:1')"
3,11,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
3,12,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
3,13,"tensor(67, device='cuda:1')","tensor(17, device='cuda:1')"
3,14,"tensor(17, device='cuda:1')","tensor(96, device='cuda:1')"
3,15,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
3,16,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
3,17,"tensor(17, device='cuda:1')","tensor(96, device='cuda:1')"
3,18,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
3,19,"tensor(67, device='cuda:1')","tensor(17, device='cuda:1')"
3,20,"tensor(67, device='cuda:1')","tensor(17, device='cuda:1')"
3,21,"tensor(67, device='cuda:1')","tensor(17, device='cuda:1')"
3,22,"tensor(67, device='cuda:1')","tensor(96, device='cuda:1')"
3,23,"tensor(67, device='cuda:1')","tensor(17, device='cuda:1')"
3,24,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
3,25,"tensor(17, device='cuda:1')","tensor(96, device='cuda:1')"
3,26,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
3,27,"tensor(67, device='cuda:1')","tensor(96, device='cuda:1')"
3,28,"tensor(67, device='cuda:1')","tensor(96, device='cuda:1')"
3,29,"tensor(67, device='cuda:1')","tensor(17, device='cuda:1')"
4,1,"tensor(96, device='cuda:1')","tensor(67, device='cuda:1')"
4,2,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
4,5,"tensor(96, device='cuda:1')","tensor(67, device='cuda:1')"
4,6,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
4,8,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
4,9,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
4,14,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
4,17,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
4,18,"tensor(17, device='cuda:1')","tensor(96, device='cuda:1')"
4,21,"tensor(96, device='cuda:1')","tensor(67, device='cuda:1')"
4,22,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
4,25,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
4,26,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
4,27,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
5,0,"tensor(17, device='cuda:1')","tensor(96, device='cuda:1')"
5,1,"tensor(67, device='cuda:1')","tensor(17, device='cuda:1')"
5,2,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
5,3,"tensor(67, device='cuda:1')","tensor(96, device='cuda:1')"
5,4,"tensor(67, device='cuda:1')","tensor(17, device='cuda:1')"
5,5,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
5,6,"tensor(67, device='cuda:1')","tensor(96, device='cuda:1')"
5,7,"tensor(67, device='cuda:1')","tensor(96, device='cuda:1')"
5,8,"tensor(17, device='cuda:1')","tensor(96, device='cuda:1')"
5,9,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
5,10,"tensor(67, device='cuda:1')","tensor(17, device='cuda:1')"
5,11,"tensor(67, device='cuda:1')","tensor(96, device='cuda:1')"
5,12,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
5,13,"tensor(17, device='cuda:1')","tensor(96, device='cuda:1')"
5,14,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
5,15,"tensor(17, device='cuda:1')","tensor(96, device='cuda:1')"
5,16,"tensor(17, device='cuda:1')","tensor(96, device='cuda:1')"
5,17,"tensor(67, device='cuda:1')","tensor(17, device='cuda:1')"
5,18,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
5,19,"tensor(17, device='cuda:1')","tensor(96, device='cuda:1')"
5,20,"tensor(67, device='cuda:1')","tensor(17, device='cuda:1')"
5,21,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
5,22,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
5,23,"tensor(67, device='cuda:1')","tensor(96, device='cuda:1')"
5,24,"tensor(67, device='cuda:1')","tensor(96, device='cuda:1')"
5,25,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
5,26,"tensor(17, device='cuda:1')","tensor(96, device='cuda:1')"
5,27,"tensor(96, device='cuda:1')","tensor(67, device='cuda:1')"
5,28,"tensor(17, device='cuda:1')","tensor(96, device='cuda:1')"
5,29,"tensor(17, device='cuda:1')","tensor(96, device='cuda:1')"
6,0,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
6,1,"tensor(96, device='cuda:1')","tensor(67, device='cuda:1')"
6,4,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
6,5,"tensor(96, device='cuda:1')","tensor(67, device='cuda:1')"
6,7,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
6,8,"tensor(67, device='cuda:1')","tensor(17, device='cuda:1')"
6,9,"tensor(96, device='cuda:1')","tensor(17, device='cuda:1')"
6,10,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
6,12,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
6,14,"tensor(17, device='cuda:1')","tensor(96, device='cuda:1')"
6,17,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
6,18,"tensor(67, device='cuda:1')","tensor(17, device='cuda:1')"
6,19,"tensor(67, device='cuda:1')","tensor(96, device='cuda:1')"
6,20,"tensor(17, device='cuda:1')","tensor(96, device='cuda:1')"
6,23,"tensor(67, device='cuda:1')","tensor(96, device='cuda:1')"
6,26,"tensor(17, device='cuda:1')","tensor(96, device='cuda:1')"
6,27,"tensor(96, device='cuda:1')","tensor(67, device='cuda:1')"
6,28,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
7,0,"tensor(17, device='cuda:1')","tensor(96, device='cuda:1')"
7,3,"tensor(96, device='cuda:1')","tensor(67, device='cuda:1')"
7,6,"tensor(96, device='cuda:1')","tensor(67, device='cuda:1')"
7,8,"tensor(67, device='cuda:1')","tensor(17, device='cuda:1')"
7,9,"tensor(67, device='cuda:1')","tensor(17, device='cuda:1')"
7,10,"tensor(17, device='cuda:1')","tensor(96, device='cuda:1')"
7,12,"tensor(67, device='cuda:1')","tensor(17, device='cuda:1')"
7,13,"tensor(17, device='cuda:1')","tensor(96, device='cuda:1')"
7,17,"tensor(17, device='cuda:1')","tensor(96, device='cuda:1')"
7,20,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
7,21,"tensor(67, device='cuda:1')","tensor(17, device='cuda:1')"
7,27,"tensor(96, device='cuda:1')","tensor(67, device='cuda:1')"
8,0,"tensor(17, device='cuda:1')","tensor(96, device='cuda:1')"
8,1,"tensor(96, device='cuda:1')","tensor(67, device='cuda:1')"
8,2,"tensor(96, device='cuda:1')","tensor(67, device='cuda:1')"
8,3,"tensor(67, device='cuda:1')","tensor(17, device='cuda:1')"
8,4,"tensor(17, device='cuda:1')","tensor(96, device='cuda:1')"
8,5,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
8,6,"tensor(67, device='cuda:1')","tensor(17, device='cuda:1')"
8,7,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
8,8,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
8,9,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
8,10,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
8,11,"tensor(17, device='cuda:1')","tensor(96, device='cuda:1')"
8,12,"tensor(96, device='cuda:1')","tensor(67, device='cuda:1')"
8,13,"tensor(67, device='cuda:1')","tensor(96, device='cuda:1')"
8,14,"tensor(96, device='cuda:1')","tensor(67, device='cuda:1')"
8,15,"tensor(96, device='cuda:1')","tensor(17, device='cuda:1')"
8,16,"tensor(17, device='cuda:1')","tensor(96, device='cuda:1')"
8,17,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
8,18,"tensor(67, device='cuda:1')","tensor(17, device='cuda:1')"
8,19,"tensor(67, device='cuda:1')","tensor(96, device='cuda:1')"
8,20,"tensor(96, device='cuda:1')","tensor(67, device='cuda:1')"
8,21,"tensor(96, device='cuda:1')","tensor(67, device='cuda:1')"
8,22,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
8,23,"tensor(17, device='cuda:1')","tensor(96, device='cuda:1')"
8,24,"tensor(67, device='cuda:1')","tensor(96, device='cuda:1')"
8,25,"tensor(17, device='cuda:1')","tensor(96, device='cuda:1')"
8,26,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
8,27,"tensor(96, device='cuda:1')","tensor(17, device='cuda:1')"
8,28,"tensor(17, device='cuda:1')","tensor(96, device='cuda:1')"
8,29,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
9,0,"tensor(17, device='cuda:1')","tensor(96, device='cuda:1')"
9,1,"tensor(67, device='cuda:1')","tensor(17, device='cuda:1')"
9,2,"tensor(96, device='cuda:1')","tensor(17, device='cuda:1')"
9,3,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
9,4,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
9,6,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
9,7,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
9,8,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
9,9,"tensor(96, device='cuda:1')","tensor(17, device='cuda:1')"
9,10,"tensor(96, device='cuda:1')","tensor(17, device='cuda:1')"
9,11,"tensor(67, device='cuda:1')","tensor(17, device='cuda:1')"
9,12,"tensor(96, device='cuda:1')","tensor(67, device='cuda:1')"
9,13,"tensor(17, device='cuda:1')","tensor(96, device='cuda:1')"
9,15,"tensor(96, device='cuda:1')","tensor(17, device='cuda:1')"
9,16,"tensor(17, device='cuda:1')","tensor(96, device='cuda:1')"
9,18,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
9,19,"tensor(67, device='cuda:1')","tensor(17, device='cuda:1')"
9,20,"tensor(96, device='cuda:1')","tensor(67, device='cuda:1')"
9,21,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
9,22,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
9,23,"tensor(67, device='cuda:1')","tensor(96, device='cuda:1')"
9,24,"tensor(67, device='cuda:1')","tensor(17, device='cuda:1')"
9,25,"tensor(67, device='cuda:1')","tensor(17, device='cuda:1')"
9,27,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
9,28,"tensor(67, device='cuda:1')","tensor(96, device='cuda:1')"
9,29,"tensor(96, device='cuda:1')","tensor(67, device='cuda:1')"
10,0,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
10,1,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
10,2,"tensor(67, device='cuda:1')","tensor(96, device='cuda:1')"
10,3,"tensor(67, device='cuda:1')","tensor(17, device='cuda:1')"
10,4,"tensor(67, device='cuda:1')","tensor(96, device='cuda:1')"
10,5,"tensor(17, device='cuda:1')","tensor(96, device='cuda:1')"
10,6,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
10,7,"tensor(67, device='cuda:1')","tensor(17, device='cuda:1')"
10,8,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
10,9,"tensor(67, device='cuda:1')","tensor(96, device='cuda:1')"
10,10,"tensor(17, device='cuda:1')","tensor(96, device='cuda:1')"
10,11,"tensor(17, device='cuda:1')","tensor(96, device='cuda:1')"
10,12,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
10,13,"tensor(67, device='cuda:1')","tensor(96, device='cuda:1')"
10,14,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
10,15,"tensor(17, device='cuda:1')","tensor(96, device='cuda:1')"
10,16,"tensor(96, device='cuda:1')","tensor(67, device='cuda:1')"
10,17,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
10,18,"tensor(67, device='cuda:1')","tensor(96, device='cuda:1')"
10,19,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
10,20,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
10,21,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
10,22,"tensor(67, device='cuda:1')","tensor(17, device='cuda:1')"
10,23,"tensor(17, device='cuda:1')","tensor(96, device='cuda:1')"
10,24,"tensor(67, device='cuda:1')","tensor(96, device='cuda:1')"
10,25,"tensor(67, device='cuda:1')","tensor(17, device='cuda:1')"
10,26,"tensor(96, device='cuda:1')","tensor(67, device='cuda:1')"
10,27,"tensor(17, device='cuda:1')","tensor(96, device='cuda:1')"
10,28,"tensor(17, device='cuda:1')","tensor(96, device='cuda:1')"
10,29,"tensor(17, device='cuda:1')","tensor(96, device='cuda:1')"
11,0,"tensor(67, device='cuda:1')","tensor(17, device='cuda:1')"
11,1,"tensor(96, device='cuda:1')","tensor(67, device='cuda:1')"
11,2,"tensor(67, device='cuda:1')","tensor(17, device='cuda:1')"
11,3,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
11,4,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
11,5,"tensor(17, device='cuda:1')","tensor(96, device='cuda:1')"
11,6,"tensor(96, device='cuda:1')","tensor(67, device='cuda:1')"
11,7,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
11,9,"tensor(67, device='cuda:1')","tensor(96, device='cuda:1')"
11,10,"tensor(17, device='cuda:1')","tensor(96, device='cuda:1')"
11,11,"tensor(67, device='cuda:1')","tensor(17, device='cuda:1')"
11,12,"tensor(96, device='cuda:1')","tensor(17, device='cuda:1')"
11,13,"tensor(67, device='cuda:1')","tensor(17, device='cuda:1')"
11,15,"tensor(17, device='cuda:1')","tensor(96, device='cuda:1')"
11,16,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
11,17,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
11,18,"tensor(67, device='cuda:1')","tensor(17, device='cuda:1')"
11,19,"tensor(17, device='cuda:1')","tensor(96, device='cuda:1')"
11,20,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
11,21,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
11,22,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
11,23,"tensor(17, device='cuda:1')","tensor(96, device='cuda:1')"
11,24,"tensor(67, device='cuda:1')","tensor(17, device='cuda:1')"
11,25,"tensor(67, device='cuda:1')","tensor(17, device='cuda:1')"
11,26,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
11,27,"tensor(67, device='cuda:1')","tensor(96, device='cuda:1')"
11,28,"tensor(67, device='cuda:1')","tensor(17, device='cuda:1')"
11,29,"tensor(67, device='cuda:1')","tensor(17, device='cuda:1')"
12,0,"tensor(67, device='cuda:1')","tensor(17, device='cuda:1')"
12,1,"tensor(17, device='cuda:1')","tensor(96, device='cuda:1')"
12,4,"tensor(67, device='cuda:1')","tensor(17, device='cuda:1')"
12,7,"tensor(67, device='cuda:1')","tensor(96, device='cuda:1')"
12,8,"tensor(96, device='cuda:1')","tensor(67, device='cuda:1')"
12,9,"tensor(96, device='cuda:1')","tensor(67, device='cuda:1')"
12,10,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
12,12,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
12,13,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
12,16,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
12,18,"tensor(96, device='cuda:1')","tensor(67, device='cuda:1')"
12,22,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
12,23,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
12,25,"tensor(17, device='cuda:1')","tensor(96, device='cuda:1')"
12,26,"tensor(67, device='cuda:1')","tensor(17, device='cuda:1')"
13,0,"tensor(67, device='cuda:1')","tensor(96, device='cuda:1')"
13,1,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
13,3,"tensor(67, device='cuda:1')","tensor(17, device='cuda:1')"
13,4,"tensor(67, device='cuda:1')","tensor(96, device='cuda:1')"
13,5,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
13,7,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
13,9,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
13,11,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
13,13,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
13,15,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
13,17,"tensor(17, device='cuda:1')","tensor(96, device='cuda:1')"
13,21,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
13,22,"tensor(17, device='cuda:1')","tensor(96, device='cuda:1')"
13,23,"tensor(17, device='cuda:1')","tensor(96, device='cuda:1')"
13,25,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
13,26,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
13,27,"tensor(96, device='cuda:1')","tensor(67, device='cuda:1')"
14,0,"tensor(96, device='cuda:1')","tensor(67, device='cuda:1')"
14,1,"tensor(96, device='cuda:1')","tensor(67, device='cuda:1')"
14,2,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
14,3,"tensor(67, device='cuda:1')","tensor(17, device='cuda:1')"
14,4,"tensor(96, device='cuda:1')","tensor(17, device='cuda:1')"
14,5,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
14,6,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
14,7,"tensor(67, device='cuda:1')","tensor(17, device='cuda:1')"
14,8,"tensor(67, device='cuda:1')","tensor(17, device='cuda:1')"
14,9,"tensor(67, device='cuda:1')","tensor(96, device='cuda:1')"
14,10,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
14,11,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
14,12,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
14,13,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
14,14,"tensor(67, device='cuda:1')","tensor(96, device='cuda:1')"
14,15,"tensor(67, device='cuda:1')","tensor(96, device='cuda:1')"
14,16,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
14,17,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
14,18,"tensor(96, device='cuda:1')","tensor(67, device='cuda:1')"
14,19,"tensor(67, device='cuda:1')","tensor(17, device='cuda:1')"
14,20,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
14,21,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
14,22,"tensor(67, device='cuda:1')","tensor(17, device='cuda:1')"
14,23,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
14,24,"tensor(67, device='cuda:1')","tensor(17, device='cuda:1')"
14,25,"tensor(17, device='cuda:1')","tensor(96, device='cuda:1')"
14,26,"tensor(67, device='cuda:1')","tensor(17, device='cuda:1')"
14,27,"tensor(17, device='cuda:1')","tensor(96, device='cuda:1')"
14,28,"tensor(96, device='cuda:1')","tensor(67, device='cuda:1')"
14,29,"tensor(67, device='cuda:1')","tensor(17, device='cuda:1')"
15,0,"tensor(67, device='cuda:1')","tensor(17, device='cuda:1')"
15,1,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
15,3,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
15,4,"tensor(67, device='cuda:1')","tensor(17, device='cuda:1')"
15,5,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
15,6,"tensor(96, device='cuda:1')","tensor(17, device='cuda:1')"
15,7,"tensor(67, device='cuda:1')","tensor(17, device='cuda:1')"
15,8,"tensor(67, device='cuda:1')","tensor(17, device='cuda:1')"
15,9,"tensor(67, device='cuda:1')","tensor(17, device='cuda:1')"
15,10,"tensor(96, device='cuda:1')","tensor(67, device='cuda:1')"
15,11,"tensor(67, device='cuda:1')","tensor(96, device='cuda:1')"
15,12,"tensor(96, device='cuda:1')","tensor(17, device='cuda:1')"
15,13,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
15,14,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
15,15,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
15,16,"tensor(67, device='cuda:1')","tensor(96, device='cuda:1')"
15,17,"tensor(96, device='cuda:1')","tensor(67, device='cuda:1')"
15,18,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
15,19,"tensor(67, device='cuda:1')","tensor(17, device='cuda:1')"
15,20,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
15,21,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
15,23,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
15,24,"tensor(67, device='cuda:1')","tensor(96, device='cuda:1')"
15,25,"tensor(17, device='cuda:1')","tensor(96, device='cuda:1')"
15,26,"tensor(67, device='cuda:1')","tensor(17, device='cuda:1')"
15,27,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
15,28,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
16,0,"tensor(67, device='cuda:1')","tensor(96, device='cuda:1')"
16,1,"tensor(96, device='cuda:1')","tensor(17, device='cuda:1')"
16,2,"tensor(67, device='cuda:1')","tensor(17, device='cuda:1')"
16,3,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
16,4,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
16,5,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
16,6,"tensor(67, device='cuda:1')","tensor(96, device='cuda:1')"
16,7,"tensor(67, device='cuda:1')","tensor(96, device='cuda:1')"
16,8,"tensor(96, device='cuda:1')","tensor(67, device='cuda:1')"
16,9,"tensor(17, device='cuda:1')","tensor(96, device='cuda:1')"
16,10,"tensor(67, device='cuda:1')","tensor(17, device='cuda:1')"
16,11,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
16,12,"tensor(67, device='cuda:1')","tensor(96, device='cuda:1')"
16,13,"tensor(96, device='cuda:1')","tensor(17, device='cuda:1')"
16,14,"tensor(96, device='cuda:1')","tensor(17, device='cuda:1')"
16,15,"tensor(67, device='cuda:1')","tensor(17, device='cuda:1')"
16,16,"tensor(67, device='cuda:1')","tensor(17, device='cuda:1')"
16,17,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
16,18,"tensor(67, device='cuda:1')","tensor(17, device='cuda:1')"
16,19,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
16,20,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
16,21,"tensor(67, device='cuda:1')","tensor(96, device='cuda:1')"
16,22,"tensor(67, device='cuda:1')","tensor(96, device='cuda:1')"
16,23,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
16,24,"tensor(96, device='cuda:1')","tensor(67, device='cuda:1')"
16,25,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
16,26,"tensor(67, device='cuda:1')","tensor(17, device='cuda:1')"
16,27,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
16,28,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
16,29,"tensor(67, device='cuda:1')","tensor(17, device='cuda:1')"
17,0,"tensor(67, device='cuda:1')","tensor(17, device='cuda:1')"
17,1,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
17,2,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
17,4,"tensor(67, device='cuda:1')","tensor(17, device='cuda:1')"
17,5,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
17,6,"tensor(96, device='cuda:1')","tensor(67, device='cuda:1')"
17,7,"tensor(96, device='cuda:1')","tensor(67, device='cuda:1')"
17,8,"tensor(17, device='cuda:1')","tensor(67, device='cuda:1')"
