"ORIGIN NET (mindspore)","TARGET NET (pytorch)","shape of orig","shape of target","result of allclose","ratio of allclose","cosine similarity","mean & max diffs"
"NN_Conv2d_6_forward_output","NN_Conv2d_6_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","-0.03323","0.23586, 1.36995"
"NN_Conv2d_7_forward_input.0","NN_Conv2d_7_forward_input.0","(10, 96, 56, 56)","(10, 96, 56, 56)","False","72.48%","0.99099","0.02927, 0.35985"
"NN_Conv2d_7_forward_output","NN_Conv2d_7_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","-0.03323","0.23586, 1.36995"
"NN_BatchNorm2d_8_forward_input.0","NN_BatchNorm2d_8_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","-0.03323","0.23586, 1.36995"
"NN_BatchNorm2d_8_forward_output","NN_BatchNorm2d_8_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","-0.03323","0.23586, 1.36994"
"NN_BatchNorm2d_9_forward_input.0","NN_BatchNorm2d_9_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","-0.03323","0.23586, 1.36995"
"NN_BatchNorm2d_9_forward_output","NN_BatchNorm2d_9_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","-0.03323","0.23586, 1.36994"
"Functional_relu_3_forward_input.0","Functional_relu_3_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","-0.03323","0.23586, 1.36994"
"Functional_relu_3_forward_output","Functional_relu_3_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","24.57%","0.32025","0.14992, 0.90633"
"NN_Conv2d_8_forward_input.0","NN_Conv2d_8_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","24.57%","0.32025","0.14992, 0.90633"
"NN_Conv2d_8_forward_output","NN_Conv2d_8_forward_output","(10, 32, 56, 56)","(10, 32, 56, 56)","False","0.08%","0.12808","0.08682, 0.41509"
"NN_Conv2d_9_forward_input.0","NN_Conv2d_9_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","24.57%","0.32025","0.14992, 0.90633"
"NN_Conv2d_9_forward_output","NN_Conv2d_9_forward_output","(10, 32, 56, 56)","(10, 32, 56, 56)","False","0.08%","0.12808","0.08682, 0.41509"
"Functional_concat_1_forward_input.0.0","Torch_cat_1_forward_input.0.0","(10, 96, 56, 56)","(10, 96, 56, 56)","False","66.69%","0.98075","0.04274, 0.56671"
"Functional_concat_1_forward_input.0.1","Torch_cat_1_forward_input.0.1","(10, 32, 56, 56)","(10, 32, 56, 56)","False","0.08%","0.12808","0.08682, 0.41509"
"","Torch_cat_1_forward_output","","(10, 128, 56, 56)","False","0.00%","nan","nan, nan"
"Functional_concat_1_forward_output","","(10, 128, 56, 56)","","False","0.00%","nan","nan, nan"
"NN_BatchNorm2d_10_forward_input.0","NN_BatchNorm2d_10_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","50.03%","0.96769","0.05570, 0.56671"
"NN_BatchNorm2d_10_forward_output","NN_BatchNorm2d_10_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","50.03%","0.96769","0.05570, 0.56671"
"NN_BatchNorm2d_11_forward_input.0","NN_BatchNorm2d_11_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","50.03%","0.96769","0.05570, 0.56671"
"NN_BatchNorm2d_11_forward_output","NN_BatchNorm2d_11_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","50.03%","0.96769","0.05570, 0.56671"
"Functional_relu_4_forward_input.0","Functional_relu_4_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","50.03%","0.96769","0.05570, 0.56671"
"Functional_relu_4_forward_output","Functional_relu_4_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","61.47%","0.98664","0.03663, 0.35985"
"NN_Conv2d_10_forward_input.0","NN_Conv2d_10_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","61.47%","0.98664","0.03663, 0.35985"
"NN_Conv2d_10_forward_output","NN_Conv2d_10_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","0.12564","0.19584, 1.17332"
"NN_Conv2d_11_forward_input.0","NN_Conv2d_11_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","61.47%","0.98664","0.03663, 0.35985"
"NN_Conv2d_11_forward_output","NN_Conv2d_11_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","0.12564","0.19584, 1.17332"
"NN_BatchNorm2d_12_forward_input.0","NN_BatchNorm2d_12_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","0.12564","0.19584, 1.17332"
"NN_BatchNorm2d_12_forward_output","NN_BatchNorm2d_12_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","0.12564","0.19584, 1.17332"
"NN_BatchNorm2d_13_forward_input.0","NN_BatchNorm2d_13_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","0.12564","0.19584, 1.17332"
"NN_BatchNorm2d_13_forward_output","NN_BatchNorm2d_13_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","0.12564","0.19584, 1.17332"
"Functional_relu_5_forward_input.0","Functional_relu_5_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","0.12564","0.19584, 1.17332"
"Functional_relu_5_forward_output","Functional_relu_5_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","27.93%","0.46899","0.13319, 0.70108"
"NN_Conv2d_12_forward_input.0","NN_Conv2d_12_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","27.93%","0.46899","0.13319, 0.70108"
"NN_Conv2d_12_forward_output","NN_Conv2d_12_forward_output","(10, 32, 56, 56)","(10, 32, 56, 56)","False","0.06%","0.22233","0.07756, 0.35016"
"NN_Conv2d_13_forward_input.0","NN_Conv2d_13_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","27.93%","0.46899","0.13319, 0.70108"
"NN_Conv2d_13_forward_output","NN_Conv2d_13_forward_output","(10, 32, 56, 56)","(10, 32, 56, 56)","False","0.06%","0.22233","0.07756, 0.35016"
"Functional_concat_2_forward_input.0.0","Torch_cat_2_forward_input.0.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","50.03%","0.96769","0.05570, 0.56671"
"Functional_concat_2_forward_input.0.1","Torch_cat_2_forward_input.0.1","(10, 32, 56, 56)","(10, 32, 56, 56)","False","0.06%","0.22233","0.07756, 0.35016"
"","Torch_cat_2_forward_output","","(10, 160, 56, 56)","False","0.00%","nan","nan, nan"
"Functional_concat_2_forward_output","","(10, 160, 56, 56)","","False","0.00%","nan","nan, nan"
"NN_BatchNorm2d_14_forward_input.0","NN_BatchNorm2d_14_forward_input.0","(10, 160, 56, 56)","(10, 160, 56, 56)","False","40.04%","0.95836","0.06067, 0.56671"
"NN_BatchNorm2d_14_forward_output","NN_BatchNorm2d_14_forward_output","(10, 160, 56, 56)","(10, 160, 56, 56)","False","40.04%","0.95836","0.06067, 0.56671"
"NN_BatchNorm2d_15_forward_input.0","NN_BatchNorm2d_15_forward_input.0","(10, 160, 56, 56)","(10, 160, 56, 56)","False","40.04%","0.95836","0.06067, 0.56671"
"NN_BatchNorm2d_15_forward_output","NN_BatchNorm2d_15_forward_output","(10, 160, 56, 56)","(10, 160, 56, 56)","False","40.04%","0.95836","0.06067, 0.56671"
"Functional_relu_6_forward_input.0","Functional_relu_6_forward_input.0","(10, 160, 56, 56)","(10, 160, 56, 56)","False","40.04%","0.95836","0.06067, 0.56671"
"Functional_relu_6_forward_output","Functional_relu_6_forward_output","(10, 160, 56, 56)","(10, 160, 56, 56)","False","55.20%","0.98312","0.04012, 0.35985"
"NN_Conv2d_14_forward_input.0","NN_Conv2d_14_forward_input.0","(10, 160, 56, 56)","(10, 160, 56, 56)","False","55.20%","0.98312","0.04012, 0.35985"
"NN_Conv2d_14_forward_output","NN_Conv2d_14_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","-0.05437","0.18867, 0.98614"
"NN_Conv2d_15_forward_input.0","NN_Conv2d_15_forward_input.0","(10, 160, 56, 56)","(10, 160, 56, 56)","False","55.20%","0.98312","0.04012, 0.35985"
"NN_Conv2d_15_forward_output","NN_Conv2d_15_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","-0.05437","0.18867, 0.98614"
"NN_BatchNorm2d_16_forward_input.0","NN_BatchNorm2d_16_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","-0.05437","0.18867, 0.98614"
"NN_BatchNorm2d_16_forward_output","NN_BatchNorm2d_16_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","-0.05437","0.18867, 0.98613"
"NN_BatchNorm2d_17_forward_input.0","NN_BatchNorm2d_17_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","-0.05437","0.18867, 0.98614"
"NN_BatchNorm2d_17_forward_output","NN_BatchNorm2d_17_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","-0.05437","0.18867, 0.98613"
"Functional_relu_7_forward_input.0","Functional_relu_7_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","-0.05437","0.18867, 0.98613"
"Functional_relu_7_forward_output","Functional_relu_7_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","25.25%","0.30422","0.12775, 0.67998"
"NN_Conv2d_16_forward_input.0","NN_Conv2d_16_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","25.25%","0.30422","0.12775, 0.67998"
"NN_Conv2d_16_forward_output","NN_Conv2d_16_forward_output","(10, 32, 56, 56)","(10, 32, 56, 56)","False","0.08%","0.09438","0.07695, 0.33279"
"NN_Conv2d_17_forward_input.0","NN_Conv2d_17_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","25.25%","0.30422","0.12775, 0.67998"
"NN_Conv2d_17_forward_output","NN_Conv2d_17_forward_output","(10, 32, 56, 56)","(10, 32, 56, 56)","False","0.08%","0.09438","0.07695, 0.33279"
"Functional_concat_3_forward_input.0.0","Torch_cat_3_forward_input.0.0","(10, 160, 56, 56)","(10, 160, 56, 56)","False","40.04%","0.95836","0.06067, 0.56671"
"Functional_concat_3_forward_input.0.1","Torch_cat_3_forward_input.0.1","(10, 32, 56, 56)","(10, 32, 56, 56)","False","0.08%","0.09438","0.07695, 0.33279"
"","Torch_cat_3_forward_output","","(10, 192, 56, 56)","False","0.00%","nan","nan, nan"
"Functional_concat_3_forward_output","","(10, 192, 56, 56)","","False","0.00%","nan","nan, nan"
"NN_BatchNorm2d_18_forward_input.0","NN_BatchNorm2d_18_forward_input.0","(10, 192, 56, 56)","(10, 192, 56, 56)","False","33.38%","0.94921","0.06368, 0.56671"
"NN_BatchNorm2d_18_forward_output","NN_BatchNorm2d_18_forward_output","(10, 192, 56, 56)","(10, 192, 56, 56)","False","33.38%","0.94921","0.06368, 0.56671"
"NN_BatchNorm2d_19_forward_input.0","NN_BatchNorm2d_19_forward_input.0","(10, 192, 56, 56)","(10, 192, 56, 56)","False","33.38%","0.94921","0.06368, 0.56671"
"NN_BatchNorm2d_19_forward_output","NN_BatchNorm2d_19_forward_output","(10, 192, 56, 56)","(10, 192, 56, 56)","False","33.38%","0.94921","0.06368, 0.56671"
"Functional_relu_8_forward_input.0","Functional_relu_8_forward_input.0","(10, 192, 56, 56)","(10, 192, 56, 56)","False","33.38%","0.94921","0.06368, 0.56671"
"Functional_relu_8_forward_output","Functional_relu_8_forward_output","(10, 192, 56, 56)","(10, 192, 56, 56)","False","49.99%","0.97943","0.04224, 0.35985"
"NN_Conv2d_18_forward_input.0","NN_Conv2d_18_forward_input.0","(10, 192, 56, 56)","(10, 192, 56, 56)","False","49.99%","0.97943","0.04224, 0.35985"
"NN_Conv2d_18_forward_output","NN_Conv2d_18_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.04%","0.09227","0.16384, 0.96276"
"NN_Conv2d_19_forward_input.0","NN_Conv2d_19_forward_input.0","(10, 192, 56, 56)","(10, 192, 56, 56)","False","49.99%","0.97943","0.04224, 0.35985"
"NN_Conv2d_19_forward_output","NN_Conv2d_19_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.04%","0.09227","0.16384, 0.96276"
"NN_BatchNorm2d_20_forward_input.0","NN_BatchNorm2d_20_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.04%","0.09227","0.16384, 0.96276"
"NN_BatchNorm2d_20_forward_output","NN_BatchNorm2d_20_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.04%","0.09227","0.16384, 0.96276"
"NN_BatchNorm2d_21_forward_input.0","NN_BatchNorm2d_21_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.04%","0.09227","0.16384, 0.96276"
"NN_BatchNorm2d_21_forward_output","NN_BatchNorm2d_21_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.04%","0.09227","0.16384, 0.96276"
"Functional_relu_9_forward_input.0","Functional_relu_9_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.04%","0.09227","0.16384, 0.96276"
"Functional_relu_9_forward_output","Functional_relu_9_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","34.87%","0.29802","0.10058, 0.62874"
"NN_Conv2d_20_forward_input.0","NN_Conv2d_20_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","34.87%","0.29802","0.10058, 0.62874"
"NN_Conv2d_20_forward_output","NN_Conv2d_20_forward_output","(10, 32, 56, 56)","(10, 32, 56, 56)","False","0.09%","-0.19244","0.05590, 0.26124"
"NN_Conv2d_21_forward_input.0","NN_Conv2d_21_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","34.87%","0.29802","0.10058, 0.62874"
"NN_Conv2d_21_forward_output","NN_Conv2d_21_forward_output","(10, 32, 56, 56)","(10, 32, 56, 56)","False","0.09%","-0.19244","0.05590, 0.26124"
"Functional_concat_4_forward_input.0.0","Torch_cat_4_forward_input.0.0","(10, 192, 56, 56)","(10, 192, 56, 56)","False","33.38%","0.94921","0.06368, 0.56671"
"Functional_concat_4_forward_input.0.1","Torch_cat_4_forward_input.0.1","(10, 32, 56, 56)","(10, 32, 56, 56)","False","0.09%","-0.19244","0.05590, 0.26124"
"","Torch_cat_4_forward_output","","(10, 224, 56, 56)","False","0.00%","nan","nan, nan"
"Functional_concat_4_forward_output","","(10, 224, 56, 56)","","False","0.00%","nan","nan, nan"
"NN_BatchNorm2d_22_forward_input.0","NN_BatchNorm2d_22_forward_input.0","(10, 224, 56, 56)","(10, 224, 56, 56)","False","28.62%","0.94430","0.06247, 0.56671"
"NN_BatchNorm2d_22_forward_output","NN_BatchNorm2d_22_forward_output","(10, 224, 56, 56)","(10, 224, 56, 56)","False","28.62%","0.94430","0.06247, 0.56671"
"NN_BatchNorm2d_23_forward_input.0","NN_BatchNorm2d_23_forward_input.0","(10, 224, 56, 56)","(10, 224, 56, 56)","False","28.62%","0.94430","0.06247, 0.56671"
"NN_BatchNorm2d_23_forward_output","NN_BatchNorm2d_23_forward_output","(10, 224, 56, 56)","(10, 224, 56, 56)","False","28.62%","0.94430","0.06247, 0.56671"
"Functional_relu_10_forward_input.0","Functional_relu_10_forward_input.0","(10, 224, 56, 56)","(10, 224, 56, 56)","False","28.62%","0.94430","0.06247, 0.56671"
"Functional_relu_10_forward_output","Functional_relu_10_forward_output","(10, 224, 56, 56)","(10, 224, 56, 56)","False","45.69%","0.97801","0.04067, 0.35985"
"NN_Conv2d_22_forward_input.0","NN_Conv2d_22_forward_input.0","(10, 224, 56, 56)","(10, 224, 56, 56)","False","45.69%","0.97801","0.04067, 0.35985"
"NN_Conv2d_22_forward_output","NN_Conv2d_22_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.04%","0.07096","0.16622, 0.93822"
"NN_Conv2d_23_forward_input.0","NN_Conv2d_23_forward_input.0","(10, 224, 56, 56)","(10, 224, 56, 56)","False","45.69%","0.97801","0.04067, 0.35985"
"NN_Conv2d_23_forward_output","NN_Conv2d_23_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.04%","0.07096","0.16622, 0.93822"
"NN_BatchNorm2d_24_forward_input.0","NN_BatchNorm2d_24_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.04%","0.07096","0.16622, 0.93822"
"NN_BatchNorm2d_24_forward_output","NN_BatchNorm2d_24_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.04%","0.07096","0.16622, 0.93822"
"NN_BatchNorm2d_25_forward_input.0","NN_BatchNorm2d_25_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.04%","0.07096","0.16622, 0.93822"
"NN_BatchNorm2d_25_forward_output","NN_BatchNorm2d_25_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.04%","0.07096","0.16622, 0.93822"
"Functional_relu_11_forward_input.0","Functional_relu_11_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.04%","0.07096","0.16622, 0.93822"
"Functional_relu_11_forward_output","Functional_relu_11_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","25.35%","0.36016","0.11297, 0.60630"
"NN_Conv2d_24_forward_input.0","NN_Conv2d_24_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","25.35%","0.36016","0.11297, 0.60630"
"NN_Conv2d_24_forward_output","NN_Conv2d_24_forward_output","(10, 32, 56, 56)","(10, 32, 56, 56)","False","0.08%","-0.03874","0.08407, 0.36449"
"NN_Conv2d_25_forward_input.0","NN_Conv2d_25_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","25.35%","0.36016","0.11297, 0.60630"
"NN_Conv2d_25_forward_output","NN_Conv2d_25_forward_output","(10, 32, 56, 56)","(10, 32, 56, 56)","False","0.08%","-0.03874","0.08407, 0.36449"
"Functional_concat_5_forward_input.0.0","Torch_cat_5_forward_input.0.0","(10, 224, 56, 56)","(10, 224, 56, 56)","False","28.62%","0.94430","0.06247, 0.56671"
"Functional_concat_5_forward_input.0.1","Torch_cat_5_forward_input.0.1","(10, 32, 56, 56)","(10, 32, 56, 56)","False","0.08%","-0.03874","0.08407, 0.36449"
"","Torch_cat_5_forward_output","","(10, 256, 56, 56)","False","0.00%","nan","nan, nan"
"Functional_concat_5_forward_output","","(10, 256, 56, 56)","","False","0.00%","nan","nan, nan"
"NN_BatchNorm2d_26_forward_input.0","NN_BatchNorm2d_26_forward_input.0","(10, 256, 56, 56)","(10, 256, 56, 56)","False","25.06%","0.93322","0.06539, 0.56671"
"NN_BatchNorm2d_26_forward_output","NN_BatchNorm2d_26_forward_output","(10, 256, 56, 56)","(10, 256, 56, 56)","False","25.06%","0.93322","0.06539, 0.56671"
"NN_BatchNorm2d_27_forward_input.0","NN_BatchNorm2d_27_forward_input.0","(10, 256, 56, 56)","(10, 256, 56, 56)","False","25.06%","0.93322","0.06539, 0.56671"
"NN_BatchNorm2d_27_forward_output","NN_BatchNorm2d_27_forward_output","(10, 256, 56, 56)","(10, 256, 56, 56)","False","25.06%","0.93322","0.06539, 0.56671"
