Round,Index,True Label,Predict Label
2,18,"tensor(8, device='cuda:0')","tensor(60, device='cuda:0')"
2,19,"tensor(87, device='cuda:0')","tensor(38, device='cuda:0')"
2,20,"tensor(8, device='cuda:0')","tensor(60, device='cuda:0')"
2,21,"tensor(87, device='cuda:0')","tensor(38, device='cuda:0')"
2,22,"tensor(8, device='cuda:0')","tensor(7, device='cuda:0')"
2,23,"tensor(8, device='cuda:0')","tensor(60, device='cuda:0')"
2,24,"tensor(38, device='cuda:0')","tensor(87, device='cuda:0')"
2,25,"tensor(38, device='cuda:0')","tensor(87, device='cuda:0')"
2,26,"tensor(87, device='cuda:0')","tensor(79, device='cuda:0')"
2,27,"tensor(38, device='cuda:0')","tensor(87, device='cuda:0')"
2,28,"tensor(8, device='cuda:0')","tensor(60, device='cuda:0')"
2,29,"tensor(8, device='cuda:0')","tensor(60, device='cuda:0')"
3,0,"tensor(8, device='cuda:0')","tensor(38, device='cuda:0')"
3,1,"tensor(8, device='cuda:0')","tensor(38, device='cuda:0')"
3,7,"tensor(8, device='cuda:0')","tensor(38, device='cuda:0')"
3,9,"tensor(8, device='cuda:0')","tensor(38, device='cuda:0')"
3,12,"tensor(38, device='cuda:0')","tensor(8, device='cuda:0')"
3,13,"tensor(87, device='cuda:0')","tensor(8, device='cuda:0')"
3,16,"tensor(8, device='cuda:0')","tensor(38, device='cuda:0')"
3,17,"tensor(8, device='cuda:0')","tensor(38, device='cuda:0')"
3,18,"tensor(8, device='cuda:0')","tensor(28, device='cuda:0')"
3,19,"tensor(8, device='cuda:0')","tensor(38, device='cuda:0')"
3,22,"tensor(8, device='cuda:0')","tensor(10, device='cuda:0')"
3,24,"tensor(7, device='cuda:0')","tensor(28, device='cuda:0')"
3,29,"tensor(8, device='cuda:0')","tensor(87, device='cuda:0')"
5,0,"tensor(38, device='cuda:0')","tensor(87, device='cuda:0')"
5,1,"tensor(8, device='cuda:0')","tensor(10, device='cuda:0')"
5,2,"tensor(87, device='cuda:0')","tensor(8, device='cuda:0')"
5,3,"tensor(10, device='cuda:0')","tensor(38, device='cuda:0')"
5,4,"tensor(38, device='cuda:0')","tensor(87, device='cuda:0')"
5,5,"tensor(38, device='cuda:0')","tensor(87, device='cuda:0')"
5,6,"tensor(38, device='cuda:0')","tensor(87, device='cuda:0')"
5,7,"tensor(8, device='cuda:0')","tensor(10, device='cuda:0')"
5,8,"tensor(38, device='cuda:0')","tensor(87, device='cuda:0')"
5,9,"tensor(8, device='cuda:0')","tensor(10, device='cuda:0')"
5,10,"tensor(87, device='cuda:0')","tensor(10, device='cuda:0')"
5,11,"tensor(60, device='cuda:0')","tensor(38, device='cuda:0')"
5,12,"tensor(8, device='cuda:0')","tensor(38, device='cuda:0')"
5,13,"tensor(87, device='cuda:0')","tensor(28, device='cuda:0')"
5,14,"tensor(60, device='cuda:0')","tensor(38, device='cuda:0')"
5,15,"tensor(35, device='cuda:0')","tensor(10, device='cuda:0')"
5,16,"tensor(87, device='cuda:0')","tensor(38, device='cuda:0')"
5,17,"tensor(8, device='cuda:0')","tensor(38, device='cuda:0')"
5,18,"tensor(8, device='cuda:0')","tensor(38, device='cuda:0')"
5,19,"tensor(8, device='cuda:0')","tensor(10, device='cuda:0')"
5,20,"tensor(8, device='cuda:0')","tensor(10, device='cuda:0')"
5,21,"tensor(8, device='cuda:0')","tensor(38, device='cuda:0')"
5,22,"tensor(38, device='cuda:0')","tensor(54, device='cuda:0')"
5,23,"tensor(7, device='cuda:0')","tensor(38, device='cuda:0')"
5,24,"tensor(87, device='cuda:0')","tensor(38, device='cuda:0')"
5,25,"tensor(8, device='cuda:0')","tensor(10, device='cuda:0')"
5,26,"tensor(38, device='cuda:0')","tensor(54, device='cuda:0')"
5,27,"tensor(38, device='cuda:0')","tensor(87, device='cuda:0')"
5,28,"tensor(10, device='cuda:0')","tensor(8, device='cuda:0')"
5,29,"tensor(38, device='cuda:0')","tensor(8, device='cuda:0')"
7,0,"tensor(8, device='cuda:0')","tensor(10, device='cuda:0')"
7,1,"tensor(8, device='cuda:0')","tensor(10, device='cuda:0')"
7,2,"tensor(60, device='cuda:0')","tensor(38, device='cuda:0')"
7,3,"tensor(10, device='cuda:0')","tensor(38, device='cuda:0')"
7,4,"tensor(10, device='cuda:0')","tensor(38, device='cuda:0')"
7,5,"tensor(38, device='cuda:0')","tensor(87, device='cuda:0')"
7,6,"tensor(8, device='cuda:0')","tensor(10, device='cuda:0')"
7,7,"tensor(38, device='cuda:0')","tensor(8, device='cuda:0')"
7,8,"tensor(38, device='cuda:0')","tensor(87, device='cuda:0')"
7,9,"tensor(35, device='cuda:0')","tensor(10, device='cuda:0')"
7,10,"tensor(87, device='cuda:0')","tensor(8, device='cuda:0')"
7,11,"tensor(10, device='cuda:0')","tensor(38, device='cuda:0')"
7,12,"tensor(54, device='cuda:0')","tensor(87, device='cuda:0')"
7,13,"tensor(8, device='cuda:0')","tensor(38, device='cuda:0')"
7,14,"tensor(8, device='cuda:0')","tensor(38, device='cuda:0')"
7,15,"tensor(8, device='cuda:0')","tensor(28, device='cuda:0')"
7,16,"tensor(8, device='cuda:0')","tensor(10, device='cuda:0')"
7,17,"tensor(60, device='cuda:0')","tensor(38, device='cuda:0')"
7,18,"tensor(38, device='cuda:0')","tensor(87, device='cuda:0')"
7,19,"tensor(8, device='cuda:0')","tensor(10, device='cuda:0')"
7,20,"tensor(8, device='cuda:0')","tensor(10, device='cuda:0')"
7,21,"tensor(70, device='cuda:0')","tensor(38, device='cuda:0')"
7,22,"tensor(87, device='cuda:0')","tensor(10, device='cuda:0')"
7,23,"tensor(87, device='cuda:0')","tensor(38, device='cuda:0')"
7,24,"tensor(28, device='cuda:0')","tensor(38, device='cuda:0')"
7,25,"tensor(87, device='cuda:0')","tensor(38, device='cuda:0')"
7,26,"tensor(87, device='cuda:0')","tensor(8, device='cuda:0')"
7,27,"tensor(8, device='cuda:0')","tensor(38, device='cuda:0')"
7,28,"tensor(8, device='cuda:0')","tensor(38, device='cuda:0')"
7,29,"tensor(60, device='cuda:0')","tensor(10, device='cuda:0')"
8,0,"tensor(38, device='cuda:0')","tensor(8, device='cuda:0')"
8,6,"tensor(8, device='cuda:0')","tensor(10, device='cuda:0')"
8,12,"tensor(87, device='cuda:0')","tensor(10, device='cuda:0')"
8,16,"tensor(54, device='cuda:0')","tensor(87, device='cuda:0')"
8,18,"tensor(10, device='cuda:0')","tensor(8, device='cuda:0')"
8,19,"tensor(8, device='cuda:0')","tensor(38, device='cuda:0')"
8,20,"tensor(87, device='cuda:0')","tensor(38, device='cuda:0')"
8,24,"tensor(8, device='cuda:0')","tensor(38, device='cuda:0')"
8,28,"tensor(87, device='cuda:0')","tensor(8, device='cuda:0')"
8,29,"tensor(60, device='cuda:0')","tensor(10, device='cuda:0')"
9,0,"tensor(38, device='cuda:0')","tensor(35, device='cuda:0')"
9,1,"tensor(38, device='cuda:0')","tensor(10, device='cuda:0')"
9,2,"tensor(10, device='cuda:0')","tensor(87, device='cuda:0')"
9,3,"tensor(8, device='cuda:0')","tensor(87, device='cuda:0')"
9,4,"tensor(8, device='cuda:0')","tensor(38, device='cuda:0')"
9,6,"tensor(38, device='cuda:0')","tensor(8, device='cuda:0')"
9,7,"tensor(60, device='cuda:0')","tensor(10, device='cuda:0')"
9,8,"tensor(8, device='cuda:0')","tensor(54, device='cuda:0')"
9,9,"tensor(38, device='cuda:0')","tensor(10, device='cuda:0')"
9,10,"tensor(87, device='cuda:0')","tensor(38, device='cuda:0')"
9,12,"tensor(8, device='cuda:0')","tensor(38, device='cuda:0')"
9,14,"tensor(8, device='cuda:0')","tensor(38, device='cuda:0')"
9,15,"tensor(38, device='cuda:0')","tensor(8, device='cuda:0')"
9,16,"tensor(38, device='cuda:0')","tensor(8, device='cuda:0')"
9,18,"tensor(60, device='cuda:0')","tensor(10, device='cuda:0')"
9,19,"tensor(8, device='cuda:0')","tensor(38, device='cuda:0')"
9,20,"tensor(8, device='cuda:0')","tensor(38, device='cuda:0')"
9,23,"tensor(87, device='cuda:0')","tensor(54, device='cuda:0')"
9,24,"tensor(38, device='cuda:0')","tensor(10, device='cuda:0')"
9,25,"tensor(38, device='cuda:0')","tensor(10, device='cuda:0')"
9,26,"tensor(60, device='cuda:0')","tensor(10, device='cuda:0')"
9,27,"tensor(38, device='cuda:0')","tensor(8, device='cuda:0')"
9,28,"tensor(87, device='cuda:0')","tensor(54, device='cuda:0')"
10,3,"tensor(38, device='cuda:0')","tensor(8, device='cuda:0')"
10,5,"tensor(8, device='cuda:0')","tensor(28, device='cuda:0')"
10,7,"tensor(87, device='cuda:0')","tensor(28, device='cuda:0')"
10,8,"tensor(38, device='cuda:0')","tensor(8, device='cuda:0')"
10,10,"tensor(38, device='cuda:0')","tensor(8, device='cuda:0')"
10,12,"tensor(38, device='cuda:0')","tensor(10, device='cuda:0')"
10,13,"tensor(8, device='cuda:0')","tensor(38, device='cuda:0')"
10,15,"tensor(38, device='cuda:0')","tensor(8, device='cuda:0')"
10,17,"tensor(38, device='cuda:0')","tensor(54, device='cuda:0')"
10,18,"tensor(38, device='cuda:0')","tensor(8, device='cuda:0')"
10,20,"tensor(38, device='cuda:0')","tensor(10, device='cuda:0')"
10,21,"tensor(38, device='cuda:0')","tensor(87, device='cuda:0')"
10,22,"tensor(87, device='cuda:0')","tensor(54, device='cuda:0')"
10,23,"tensor(38, device='cuda:0')","tensor(8, device='cuda:0')"
10,26,"tensor(8, device='cuda:0')","tensor(38, device='cuda:0')"
10,28,"tensor(38, device='cuda:0')","tensor(8, device='cuda:0')"
10,29,"tensor(87, device='cuda:0')","tensor(8, device='cuda:0')"
11,1,"tensor(8, device='cuda:0')","tensor(38, device='cuda:0')"
11,2,"tensor(10, device='cuda:0')","tensor(87, device='cuda:0')"
11,4,"tensor(10, device='cuda:0')","tensor(87, device='cuda:0')"
11,5,"tensor(8, device='cuda:0')","tensor(87, device='cuda:0')"
11,6,"tensor(8, device='cuda:0')","tensor(87, device='cuda:0')"
11,7,"tensor(87, device='cuda:0')","tensor(54, device='cuda:0')"
11,9,"tensor(8, device='cuda:0')","tensor(87, device='cuda:0')"
11,10,"tensor(87, device='cuda:0')","tensor(8, device='cuda:0')"
11,12,"tensor(28, device='cuda:0')","tensor(10, device='cuda:0')"
11,13,"tensor(54, device='cuda:0')","tensor(8, device='cuda:0')"
11,17,"tensor(87, device='cuda:0')","tensor(54, device='cuda:0')"
11,19,"tensor(87, device='cuda:0')","tensor(54, device='cuda:0')"
11,20,"tensor(10, device='cuda:0')","tensor(7, device='cuda:0')"
11,21,"tensor(87, device='cuda:0')","tensor(28, device='cuda:0')"
11,22,"tensor(8, device='cuda:0')","tensor(38, device='cuda:0')"
11,23,"tensor(8, device='cuda:0')","tensor(28, device='cuda:0')"
11,24,"tensor(8, device='cuda:0')","tensor(38, device='cuda:0')"
11,25,"tensor(87, device='cuda:0')","tensor(70, device='cuda:0')"
11,27,"tensor(54, device='cuda:0')","tensor(87, device='cuda:0')"
11,28,"tensor(87, device='cuda:0')","tensor(10, device='cuda:0')"
11,29,"tensor(87, device='cuda:0')","tensor(8, device='cuda:0')"
12,0,"tensor(10, device='cuda:0')","tensor(38, device='cuda:0')"
12,2,"tensor(54, device='cuda:0')","tensor(7, device='cuda:0')"
12,5,"tensor(7, device='cuda:0')","tensor(28, device='cuda:0')"
12,6,"tensor(8, device='cuda:0')","tensor(38, device='cuda:0')"
12,7,"tensor(8, device='cuda:0')","tensor(38, device='cuda:0')"
12,8,"tensor(8, device='cuda:0')","tensor(38, device='cuda:0')"
12,9,"tensor(60, device='cuda:0')","tensor(10, device='cuda:0')"
12,10,"tensor(54, device='cuda:0')","tensor(8, device='cuda:0')"
12,11,"tensor(8, device='cuda:0')","tensor(87, device='cuda:0')"
12,12,"tensor(54, device='cuda:0')","tensor(87, device='cuda:0')"
12,13,"tensor(10, device='cuda:0')","tensor(38, device='cuda:0')"
12,14,"tensor(87, device='cuda:0')","tensor(70, device='cuda:0')"
12,15,"tensor(87, device='cuda:0')","tensor(7, device='cuda:0')"
12,16,"tensor(8, device='cuda:0')","tensor(38, device='cuda:0')"
12,18,"tensor(8, device='cuda:0')","tensor(10, device='cuda:0')"
12,20,"tensor(87, device='cuda:0')","tensor(8, device='cuda:0')"
12,21,"tensor(8, device='cuda:0')","tensor(38, device='cuda:0')"
12,22,"tensor(87, device='cuda:0')","tensor(8, device='cuda:0')"
12,24,"tensor(87, device='cuda:0')","tensor(10, device='cuda:0')"
12,25,"tensor(28, device='cuda:0')","tensor(38, device='cuda:0')"
12,27,"tensor(87, device='cuda:0')","tensor(8, device='cuda:0')"
12,29,"tensor(87, device='cuda:0')","tensor(54, device='cuda:0')"
13,4,"tensor(8, device='cuda:0')","tensor(38, device='cuda:0')"
13,8,"tensor(87, device='cuda:0')","tensor(28, device='cuda:0')"
13,11,"tensor(10, device='cuda:0')","tensor(38, device='cuda:0')"
13,12,"tensor(10, device='cuda:0')","tensor(8, device='cuda:0')"
13,14,"tensor(8, device='cuda:0')","tensor(87, device='cuda:0')"
13,16,"tensor(87, device='cuda:0')","tensor(8, device='cuda:0')"
13,17,"tensor(35, device='cuda:0')","tensor(10, device='cuda:0')"
13,18,"tensor(38, device='cuda:0')","tensor(54, device='cuda:0')"
13,19,"tensor(38, device='cuda:0')","tensor(10, device='cuda:0')"
13,20,"tensor(28, device='cuda:0')","tensor(10, device='cuda:0')"
13,21,"tensor(38, device='cuda:0')","tensor(10, device='cuda:0')"
13,22,"tensor(10, device='cuda:0')","tensor(8, device='cuda:0')"
13,23,"tensor(54, device='cuda:0')","tensor(87, device='cuda:0')"
13,28,"tensor(38, device='cuda:0')","tensor(8, device='cuda:0')"
13,29,"tensor(8, device='cuda:0')","tensor(10, device='cuda:0')"
14,1,"tensor(10, device='cuda:0')","tensor(38, device='cuda:0')"
14,2,"tensor(87, device='cuda:0')","tensor(28, device='cuda:0')"
14,4,"tensor(10, device='cuda:0')","tensor(38, device='cuda:0')"
14,5,"tensor(54, device='cuda:0')","tensor(87, device='cuda:0')"
14,6,"tensor(8, device='cuda:0')","tensor(38, device='cuda:0')"
14,7,"tensor(8, device='cuda:0')","tensor(10, device='cuda:0')"
14,9,"tensor(38, device='cuda:0')","tensor(8, device='cuda:0')"
14,10,"tensor(54, device='cuda:0')","tensor(38, device='cuda:0')"
14,12,"tensor(87, device='cuda:0')","tensor(28, device='cuda:0')"
14,16,"tensor(38, device='cuda:0')","tensor(8, device='cuda:0')"
14,17,"tensor(8, device='cuda:0')","tensor(28, device='cuda:0')"
14,18,"tensor(87, device='cuda:0')","tensor(8, device='cuda:0')"
14,23,"tensor(38, device='cuda:0')","tensor(8, device='cuda:0')"
14,27,"tensor(38, device='cuda:0')","tensor(8, device='cuda:0')"
14,29,"tensor(7, device='cuda:0')","tensor(10, device='cuda:0')"
15,0,"tensor(8, device='cuda:0')","tensor(38, device='cuda:0')"
15,2,"tensor(28, device='cuda:0')","tensor(87, device='cuda:0')"
15,4,"tensor(8, device='cuda:0')","tensor(87, device='cuda:0')"
15,7,"tensor(54, device='cuda:0')","tensor(8, device='cuda:0')"
15,10,"tensor(8, device='cuda:0')","tensor(38, device='cuda:0')"
15,16,"tensor(79, device='cuda:0')","tensor(10, device='cuda:0')"
15,23,"tensor(60, device='cuda:0')","tensor(10, device='cuda:0')"
15,27,"tensor(8, device='cuda:0')","tensor(38, device='cuda:0')"
16,0,"tensor(8, device='cuda:0')","tensor(38, device='cuda:0')"
16,1,"tensor(38, device='cuda:0')","tensor(54, device='cuda:0')"
16,2,"tensor(87, device='cuda:0')","tensor(38, device='cuda:0')"
16,3,"tensor(87, device='cuda:0')","tensor(38, device='cuda:0')"
16,4,"tensor(38, device='cuda:0')","tensor(87, device='cuda:0')"
16,5,"tensor(38, device='cuda:0')","tensor(87, device='cuda:0')"
16,6,"tensor(8, device='cuda:0')","tensor(60, device='cuda:0')"
16,7,"tensor(38, device='cuda:0')","tensor(87, device='cuda:0')"
16,8,"tensor(38, device='cuda:0')","tensor(87, device='cuda:0')"
16,9,"tensor(38, device='cuda:0')","tensor(28, device='cuda:0')"
16,10,"tensor(8, device='cuda:0')","tensor(28, device='cuda:0')"
16,11,"tensor(38, device='cuda:0')","tensor(87, device='cuda:0')"
16,12,"tensor(38, device='cuda:0')","tensor(87, device='cuda:0')"
16,13,"tensor(8, device='cuda:0')","tensor(10, device='cuda:0')"
16,14,"tensor(35, device='cuda:0')","tensor(70, device='cuda:0')"
16,15,"tensor(10, device='cuda:0')","tensor(60, device='cuda:0')"
16,16,"tensor(28, device='cuda:0')","tensor(38, device='cuda:0')"
16,17,"tensor(38, device='cuda:0')","tensor(87, device='cuda:0')"
16,18,"tensor(87, device='cuda:0')","tensor(35, device='cuda:0')"
16,19,"tensor(60, device='cuda:0')","tensor(8, device='cuda:0')"
16,20,"tensor(8, device='cuda:0')","tensor(60, device='cuda:0')"
16,21,"tensor(10, device='cuda:0')","tensor(8, device='cuda:0')"
16,22,"tensor(8, device='cuda:0')","tensor(60, device='cuda:0')"
16,23,"tensor(8, device='cuda:0')","tensor(7, device='cuda:0')"
16,24,"tensor(87, device='cuda:0')","tensor(38, device='cuda:0')"
16,25,"tensor(38, device='cuda:0')","tensor(87, device='cuda:0')"
16,26,"tensor(38, device='cuda:0')","tensor(87, device='cuda:0')"
16,27,"tensor(28, device='cuda:0')","tensor(38, device='cuda:0')"
16,28,"tensor(8, device='cuda:0')","tensor(60, device='cuda:0')"
16,29,"tensor(60, device='cuda:0')","tensor(8, device='cuda:0')"
17,0,"tensor(38, device='cuda:0')","tensor(8, device='cuda:0')"
17,1,"tensor(54, device='cuda:0')","tensor(38, device='cuda:0')"
17,2,"tensor(87, device='cuda:0')","tensor(38, device='cuda:0')"
17,3,"tensor(38, device='cuda:0')","tensor(87, device='cuda:0')"
17,4,"tensor(38, device='cuda:0')","tensor(87, device='cuda:0')"
17,5,"tensor(8, device='cuda:0')","tensor(38, device='cuda:0')"
17,6,"tensor(7, device='cuda:0')","tensor(38, device='cuda:0')"
17,7,"tensor(38, device='cuda:0')","tensor(87, device='cuda:0')"
17,8,"tensor(8, device='cuda:0')","tensor(10, device='cuda:0')"
17,9,"tensor(87, device='cuda:0')","tensor(38, device='cuda:0')"
17,10,"tensor(10, device='cuda:0')","tensor(8, device='cuda:0')"
17,11,"tensor(38, device='cuda:0')","tensor(8, device='cuda:0')"
17,12,"tensor(10, device='cuda:0')","tensor(38, device='cuda:0')"
17,13,"tensor(87, device='cuda:0')","tensor(38, device='cuda:0')"
17,14,"tensor(87, device='cuda:0')","tensor(38, device='cuda:0')"
17,15,"tensor(8, device='cuda:0')","tensor(38, device='cuda:0')"
17,16,"tensor(8, device='cuda:0')","tensor(10, device='cuda:0')"
17,17,"tensor(38, device='cuda:0')","tensor(87, device='cuda:0')"
17,18,"tensor(8, device='cuda:0')","tensor(10, device='cuda:0')"
17,19,"tensor(87, device='cuda:0')","tensor(54, device='cuda:0')"
17,20,"tensor(28, device='cuda:0')","tensor(38, device='cuda:0')"
17,21,"tensor(38, device='cuda:0')","tensor(8, device='cuda:0')"
17,22,"tensor(8, device='cuda:0')","tensor(10, device='cuda:0')"
17,23,"tensor(38, device='cuda:0')","tensor(8, device='cuda:0')"
17,24,"tensor(60, device='cuda:0')","tensor(38, device='cuda:0')"
17,25,"tensor(8, device='cuda:0')","tensor(38, device='cuda:0')"
17,26,"tensor(38, device='cuda:0')","tensor(87, device='cuda:0')"
17,27,"tensor(28, device='cuda:0')","tensor(38, device='cuda:0')"
17,28,"tensor(10, device='cuda:0')","tensor(8, device='cuda:0')"
17,29,"tensor(38, device='cuda:0')","tensor(87, device='cuda:0')"
18,0,"tensor(10, device='cuda:0')","tensor(69, device='cuda:0')"
18,1,"tensor(38, device='cuda:0')","tensor(87, device='cuda:0')"
18,2,"tensor(87, device='cuda:0')","tensor(38, device='cuda:0')"
18,3,"tensor(87, device='cuda:0')","tensor(38, device='cuda:0')"
18,4,"tensor(38, device='cuda:0')","tensor(87, device='cuda:0')"
18,5,"tensor(54, device='cuda:0')","tensor(35, device='cuda:0')"
18,6,"tensor(87, device='cuda:0')","tensor(38, device='cuda:0')"
18,7,"tensor(10, device='cuda:0')","tensor(38, device='cuda:0')"
18,8,"tensor(8, device='cuda:0')","tensor(10, device='cuda:0')"
18,9,"tensor(10, device='cuda:0')","tensor(54, device='cuda:0')"
18,10,"tensor(38, device='cuda:0')","tensor(87, device='cuda:0')"
18,11,"tensor(87, device='cuda:0')","tensor(38, device='cuda:0')"
18,12,"tensor(87, device='cuda:0')","tensor(38, device='cuda:0')"
18,13,"tensor(38, device='cuda:0')","tensor(87, device='cuda:0')"
18,14,"tensor(60, device='cuda:0')","tensor(10, device='cuda:0')"
18,15,"tensor(8, device='cuda:0')","tensor(60, device='cuda:0')"
18,16,"tensor(38, device='cuda:0')","tensor(54, device='cuda:0')"
18,17,"tensor(7, device='cuda:0')","tensor(38, device='cuda:0')"
18,18,"tensor(8, device='cuda:0')","tensor(60, device='cuda:0')"
18,19,"tensor(8, device='cuda:0')","tensor(60, device='cuda:0')"
18,20,"tensor(60, device='cuda:0')","tensor(10, device='cuda:0')"
18,21,"tensor(8, device='cuda:0')","tensor(60, device='cuda:0')"
18,22,"tensor(87, device='cuda:0')","tensor(38, device='cuda:0')"
18,23,"tensor(38, device='cuda:0')","tensor(87, device='cuda:0')"
18,24,"tensor(10, device='cuda:0')","tensor(54, device='cuda:0')"
18,25,"tensor(8, device='cuda:0')","tensor(10, device='cuda:0')"
18,26,"tensor(10, device='cuda:0')","tensor(54, device='cuda:0')"
18,27,"tensor(10, device='cuda:0')","tensor(8, device='cuda:0')"
18,28,"tensor(87, device='cuda:0')","tensor(38, device='cuda:0')"
18,29,"tensor(87, device='cuda:0')","tensor(79, device='cuda:0')"
20,0,"tensor(87, device='cuda:0')","tensor(54, device='cuda:0')"
20,1,"tensor(87, device='cuda:0')","tensor(38, device='cuda:0')"
20,2,"tensor(54, device='cuda:0')","tensor(10, device='cuda:0')"
20,3,"tensor(8, device='cuda:0')","tensor(10, device='cuda:0')"
20,4,"tensor(87, device='cuda:0')","tensor(38, device='cuda:0')"
20,5,"tensor(38, device='cuda:0')","tensor(8, device='cuda:0')"
20,6,"tensor(8, device='cuda:0')","tensor(38, device='cuda:0')"
20,7,"tensor(38, device='cuda:0')","tensor(8, device='cuda:0')"
20,8,"tensor(38, device='cuda:0')","tensor(87, device='cuda:0')"
20,9,"tensor(54, device='cuda:0')","tensor(38, device='cuda:0')"
20,10,"tensor(8, device='cuda:0')","tensor(38, device='cuda:0')"
20,11,"tensor(38, device='cuda:0')","tensor(87, device='cuda:0')"
20,12,"tensor(38, device='cuda:0')","tensor(87, device='cuda:0')"
20,13,"tensor(8, device='cuda:0')","tensor(10, device='cuda:0')"
20,14,"tensor(38, device='cuda:0')","tensor(87, device='cuda:0')"
20,15,"tensor(87, device='cuda:0')","tensor(38, device='cuda:0')"
20,16,"tensor(10, device='cuda:0')","tensor(8, device='cuda:0')"
20,17,"tensor(54, device='cuda:0')","tensor(35, device='cuda:0')"
20,18,"tensor(8, device='cuda:0')","tensor(10, device='cuda:0')"
20,19,"tensor(35, device='cuda:0')","tensor(10, device='cuda:0')"
20,20,"tensor(87, device='cuda:0')","tensor(38, device='cuda:0')"
20,21,"tensor(8, device='cuda:0')","tensor(38, device='cuda:0')"
20,22,"tensor(87, device='cuda:0')","tensor(38, device='cuda:0')"
20,23,"tensor(8, device='cuda:0')","tensor(38, device='cuda:0')"
20,24,"tensor(10, device='cuda:0')","tensor(38, device='cuda:0')"
20,25,"tensor(8, device='cuda:0')","tensor(38, device='cuda:0')"
20,26,"tensor(38, device='cuda:0')","tensor(87, device='cuda:0')"
20,27,"tensor(87, device='cuda:0')","tensor(38, device='cuda:0')"
20,28,"tensor(10, device='cuda:0')","tensor(38, device='cuda:0')"
20,29,"tensor(8, device='cuda:0')","tensor(87, device='cuda:0')"
21,0,"tensor(87, device='cuda:0')","tensor(38, device='cuda:0')"
21,1,"tensor(10, device='cuda:0')","tensor(54, device='cuda:0')"
21,2,"tensor(60, device='cuda:0')","tensor(8, device='cuda:0')"
21,3,"tensor(10, device='cuda:0')","tensor(54, device='cuda:0')"
21,4,"tensor(28, device='cuda:0')","tensor(38, device='cuda:0')"
21,5,"tensor(87, device='cuda:0')","tensor(38, device='cuda:0')"
21,6,"tensor(10, device='cuda:0')","tensor(8, device='cuda:0')"
21,7,"tensor(70, device='cuda:0')","tensor(60, device='cuda:0')"
21,8,"tensor(10, device='cuda:0')","tensor(54, device='cuda:0')"
21,9,"tensor(38, device='cuda:0')","tensor(87, device='cuda:0')"
21,10,"tensor(28, device='cuda:0')","tensor(38, device='cuda:0')"
21,11,"tensor(87, device='cuda:0')","tensor(38, device='cuda:0')"
21,12,"tensor(38, device='cuda:0')","tensor(87, device='cuda:0')"
21,13,"tensor(8, device='cuda:0')","tensor(60, device='cuda:0')"
21,14,"tensor(10, device='cuda:0')","tensor(60, device='cuda:0')"
21,15,"tensor(87, device='cuda:0')","tensor(35, device='cuda:0')"
21,16,"tensor(87, device='cuda:0')","tensor(38, device='cuda:0')"
21,17,"tensor(60, device='cuda:0')","tensor(8, device='cuda:0')"
