"ORIGIN NET (mindspore)","TARGET NET (pytorch)","shape of orig","shape of target","result of allclose","ratio of allclose","cosine similarity","mean & max diffs"
"NN_BatchNorm2d_5_forward_input.0","NN_BatchNorm2d_5_forward_input.0","(10, 64, 56, 56)","(10, 64, 56, 56)","True","100.00%","1.00000","0.00000, 0.00000"
"NN_BatchNorm2d_5_forward_output","NN_BatchNorm2d_5_forward_output","(10, 64, 56, 56)","(10, 64, 56, 56)","True","100.00%","0.99999","0.00000, 0.00000"
"NN_BatchNorm2d_6_forward_input.0","NN_BatchNorm2d_6_forward_input.0","(10, 64, 56, 56)","(10, 64, 56, 56)","True","100.00%","1.00000","0.00000, 0.00000"
"NN_BatchNorm2d_6_forward_output","NN_BatchNorm2d_6_forward_output","(10, 64, 56, 56)","(10, 64, 56, 56)","True","100.00%","0.99999","0.00000, 0.00000"
"NN_BatchNorm2d_7_forward_input.0","NN_BatchNorm2d_7_forward_input.0","(10, 64, 56, 56)","(10, 64, 56, 56)","True","100.00%","1.00000","0.00000, 0.00000"
"NN_BatchNorm2d_7_forward_output","NN_BatchNorm2d_7_forward_output","(10, 64, 56, 56)","(10, 64, 56, 56)","True","100.00%","0.99999","0.00000, 0.00000"
"NN_BatchNorm2d_8_forward_input.0","NN_BatchNorm2d_8_forward_input.0","(10, 64, 56, 56)","(10, 64, 56, 56)","True","100.00%","1.00000","0.00000, 0.00000"
"NN_BatchNorm2d_8_forward_output","NN_BatchNorm2d_8_forward_output","(10, 64, 56, 56)","(10, 64, 56, 56)","True","100.00%","0.99999","0.00000, 0.00000"
"NN_BatchNorm2d_9_forward_input.0","NN_BatchNorm2d_9_forward_input.0","(10, 64, 56, 56)","(10, 64, 56, 56)","True","100.00%","1.00000","0.00000, 0.00000"
"NN_BatchNorm2d_9_forward_output","NN_BatchNorm2d_9_forward_output","(10, 64, 56, 56)","(10, 64, 56, 56)","True","100.00%","0.99999","0.00000, 0.00000"
"Functional_relu_0_forward_input.0","Functional_relu_0_forward_input.0","(10, 64, 56, 56)","(10, 64, 56, 56)","True","100.00%","0.99999","0.00000, 0.00000"
"Functional_relu_0_forward_output","Functional_relu_0_forward_output","(10, 64, 56, 56)","(10, 64, 56, 56)","True","100.00%","0.99999","0.00000, 0.00000"
"NN_Conv2d_5_forward_input.0","NN_Conv2d_5_forward_input.0","(10, 64, 56, 56)","(10, 64, 56, 56)","True","100.00%","0.99999","0.00000, 0.00000"
"NN_Conv2d_5_forward_output","NN_Conv2d_5_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.02%","-0.09383","0.27323, 1.25573"
"NN_Conv2d_6_forward_input.0","NN_Conv2d_6_forward_input.0","(10, 64, 56, 56)","(10, 64, 56, 56)","True","100.00%","0.99999","0.00000, 0.00000"
"NN_Conv2d_6_forward_output","NN_Conv2d_6_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.02%","-0.09383","0.27323, 1.25573"
"NN_Conv2d_7_forward_input.0","NN_Conv2d_7_forward_input.0","(10, 64, 56, 56)","(10, 64, 56, 56)","True","100.00%","0.99999","0.00000, 0.00000"
"NN_Conv2d_7_forward_output","NN_Conv2d_7_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.02%","-0.09383","0.27323, 1.25573"
"NN_Conv2d_8_forward_input.0","NN_Conv2d_8_forward_input.0","(10, 64, 56, 56)","(10, 64, 56, 56)","True","100.00%","0.99999","0.00000, 0.00000"
"NN_Conv2d_8_forward_output","NN_Conv2d_8_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.02%","-0.09383","0.27323, 1.25573"
"NN_Conv2d_9_forward_input.0","NN_Conv2d_9_forward_input.0","(10, 64, 56, 56)","(10, 64, 56, 56)","True","100.00%","0.99999","0.00000, 0.00000"
"NN_Conv2d_9_forward_output","NN_Conv2d_9_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.02%","-0.09383","0.27323, 1.25573"
"NN_BatchNorm2d_10_forward_input.0","NN_BatchNorm2d_10_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.02%","-0.09383","0.27323, 1.25573"
"NN_BatchNorm2d_10_forward_output","NN_BatchNorm2d_10_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.02%","-0.09383","0.27323, 1.25572"
"NN_BatchNorm2d_11_forward_input.0","NN_BatchNorm2d_11_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.02%","-0.09383","0.27323, 1.25573"
"NN_BatchNorm2d_11_forward_output","NN_BatchNorm2d_11_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.02%","-0.09383","0.27323, 1.25572"
"NN_BatchNorm2d_12_forward_input.0","NN_BatchNorm2d_12_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.02%","-0.09383","0.27323, 1.25573"
"NN_BatchNorm2d_12_forward_output","NN_BatchNorm2d_12_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.02%","-0.09383","0.27323, 1.25572"
"NN_BatchNorm2d_13_forward_input.0","NN_BatchNorm2d_13_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.02%","-0.09383","0.27323, 1.25573"
"NN_BatchNorm2d_13_forward_output","NN_BatchNorm2d_13_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.02%","-0.09383","0.27323, 1.25572"
"NN_BatchNorm2d_14_forward_input.0","NN_BatchNorm2d_14_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.02%","-0.09383","0.27323, 1.25573"
"NN_BatchNorm2d_14_forward_output","NN_BatchNorm2d_14_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.02%","-0.09383","0.27323, 1.25572"
"Functional_relu_1_forward_input.0","Functional_relu_1_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.02%","-0.09383","0.27323, 1.25572"
"Functional_relu_1_forward_output","Functional_relu_1_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","24.46%","0.25782","0.19574, 0.89330"
"NN_Conv2d_10_forward_input.0","NN_Conv2d_10_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","24.46%","0.25782","0.19574, 0.89330"
"NN_Conv2d_10_forward_output","NN_Conv2d_10_forward_output","(10, 32, 56, 56)","(10, 32, 56, 56)","False","0.07%","0.21116","0.08903, 0.42152"
"NN_Conv2d_11_forward_input.0","NN_Conv2d_11_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","24.46%","0.25782","0.19574, 0.89330"
"NN_Conv2d_11_forward_output","NN_Conv2d_11_forward_output","(10, 32, 56, 56)","(10, 32, 56, 56)","False","0.07%","0.21116","0.08903, 0.42152"
"NN_Conv2d_12_forward_input.0","NN_Conv2d_12_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","24.46%","0.25782","0.19574, 0.89330"
"NN_Conv2d_12_forward_output","NN_Conv2d_12_forward_output","(10, 32, 56, 56)","(10, 32, 56, 56)","False","0.07%","0.21116","0.08903, 0.42152"
"NN_Conv2d_13_forward_input.0","NN_Conv2d_13_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","24.46%","0.25782","0.19574, 0.89330"
"NN_Conv2d_13_forward_output","NN_Conv2d_13_forward_output","(10, 32, 56, 56)","(10, 32, 56, 56)","False","0.07%","0.21116","0.08903, 0.42152"
"NN_Conv2d_14_forward_input.0","NN_Conv2d_14_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","24.46%","0.25782","0.19574, 0.89330"
"NN_Conv2d_14_forward_output","NN_Conv2d_14_forward_output","(10, 32, 56, 56)","(10, 32, 56, 56)","False","0.07%","0.21116","0.08903, 0.42152"
"Functional_concat_0_forward_input.0.0","Torch_cat_0_forward_input.0.0","(10, 64, 56, 56)","(10, 64, 56, 56)","True","100.00%","1.00000","0.00000, 0.00000"
"Functional_concat_0_forward_input.0.1","Torch_cat_0_forward_input.0.1","(10, 32, 56, 56)","(10, 32, 56, 56)","False","0.07%","0.21116","0.08903, 0.42152"
"","Torch_cat_0_forward_output","","(10, 96, 56, 56)","False","0.00%","nan","nan, nan"
"Functional_concat_0_forward_output","","(10, 96, 56, 56)","","False","0.00%","nan","nan, nan"
"NN_BatchNorm2d_15_forward_input.0","NN_BatchNorm2d_15_forward_input.0","(10, 96, 56, 56)","(10, 96, 56, 56)","False","66.69%","0.98003","0.03726, 0.42152"
"NN_BatchNorm2d_15_forward_output","NN_BatchNorm2d_15_forward_output","(10, 96, 56, 56)","(10, 96, 56, 56)","False","66.69%","0.98003","0.03726, 0.42152"
"NN_BatchNorm2d_16_forward_input.0","NN_BatchNorm2d_16_forward_input.0","(10, 96, 56, 56)","(10, 96, 56, 56)","False","66.69%","0.98003","0.03726, 0.42152"
"NN_BatchNorm2d_16_forward_output","NN_BatchNorm2d_16_forward_output","(10, 96, 56, 56)","(10, 96, 56, 56)","False","66.69%","0.98003","0.03726, 0.42152"
"NN_BatchNorm2d_17_forward_input.0","NN_BatchNorm2d_17_forward_input.0","(10, 96, 56, 56)","(10, 96, 56, 56)","False","66.69%","0.98003","0.03726, 0.42152"
"NN_BatchNorm2d_17_forward_output","NN_BatchNorm2d_17_forward_output","(10, 96, 56, 56)","(10, 96, 56, 56)","False","66.69%","0.98003","0.03726, 0.42152"
"NN_BatchNorm2d_18_forward_input.0","NN_BatchNorm2d_18_forward_input.0","(10, 96, 56, 56)","(10, 96, 56, 56)","False","66.69%","0.98003","0.03726, 0.42152"
"NN_BatchNorm2d_18_forward_output","NN_BatchNorm2d_18_forward_output","(10, 96, 56, 56)","(10, 96, 56, 56)","False","66.69%","0.98003","0.03726, 0.42152"
"NN_BatchNorm2d_19_forward_input.0","NN_BatchNorm2d_19_forward_input.0","(10, 96, 56, 56)","(10, 96, 56, 56)","False","66.69%","0.98003","0.03726, 0.42152"
"NN_BatchNorm2d_19_forward_output","NN_BatchNorm2d_19_forward_output","(10, 96, 56, 56)","(10, 96, 56, 56)","False","66.69%","0.98003","0.03726, 0.42152"
"Functional_relu_2_forward_input.0","Functional_relu_2_forward_input.0","(10, 96, 56, 56)","(10, 96, 56, 56)","False","66.69%","0.98003","0.03726, 0.42152"
"Functional_relu_2_forward_output","Functional_relu_2_forward_output","(10, 96, 56, 56)","(10, 96, 56, 56)","False","71.80%","0.99044","0.02623, 0.26590"
"NN_Conv2d_15_forward_input.0","NN_Conv2d_15_forward_input.0","(10, 96, 56, 56)","(10, 96, 56, 56)","False","71.80%","0.99044","0.02623, 0.26590"
"NN_Conv2d_15_forward_output","NN_Conv2d_15_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","-0.03910","0.19951, 0.93586"
"NN_Conv2d_16_forward_input.0","NN_Conv2d_16_forward_input.0","(10, 96, 56, 56)","(10, 96, 56, 56)","False","71.80%","0.99044","0.02623, 0.26590"
"NN_Conv2d_16_forward_output","NN_Conv2d_16_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","-0.03910","0.19951, 0.93586"
"NN_Conv2d_17_forward_input.0","NN_Conv2d_17_forward_input.0","(10, 96, 56, 56)","(10, 96, 56, 56)","False","71.80%","0.99044","0.02623, 0.26590"
"NN_Conv2d_17_forward_output","NN_Conv2d_17_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","-0.03910","0.19951, 0.93586"
"NN_Conv2d_18_forward_input.0","NN_Conv2d_18_forward_input.0","(10, 96, 56, 56)","(10, 96, 56, 56)","False","71.80%","0.99044","0.02623, 0.26590"
"NN_Conv2d_18_forward_output","NN_Conv2d_18_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","-0.03910","0.19951, 0.93586"
"NN_Conv2d_19_forward_input.0","NN_Conv2d_19_forward_input.0","(10, 96, 56, 56)","(10, 96, 56, 56)","False","71.80%","0.99044","0.02623, 0.26590"
"NN_Conv2d_19_forward_output","NN_Conv2d_19_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","-0.03910","0.19951, 0.93586"
"NN_BatchNorm2d_20_forward_input.0","NN_BatchNorm2d_20_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","-0.03910","0.19951, 0.93586"
"NN_BatchNorm2d_20_forward_output","NN_BatchNorm2d_20_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","-0.03910","0.19951, 0.93585"
"NN_BatchNorm2d_21_forward_input.0","NN_BatchNorm2d_21_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","-0.03910","0.19951, 0.93586"
"NN_BatchNorm2d_21_forward_output","NN_BatchNorm2d_21_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","-0.03910","0.19951, 0.93585"
"NN_BatchNorm2d_22_forward_input.0","NN_BatchNorm2d_22_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","-0.03910","0.19951, 0.93586"
"NN_BatchNorm2d_22_forward_output","NN_BatchNorm2d_22_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","-0.03910","0.19951, 0.93585"
"NN_BatchNorm2d_23_forward_input.0","NN_BatchNorm2d_23_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","-0.03910","0.19951, 0.93586"
"NN_BatchNorm2d_23_forward_output","NN_BatchNorm2d_23_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","-0.03910","0.19951, 0.93585"
"NN_BatchNorm2d_24_forward_input.0","NN_BatchNorm2d_24_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","-0.03910","0.19951, 0.93586"
"NN_BatchNorm2d_24_forward_output","NN_BatchNorm2d_24_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","-0.03910","0.19951, 0.93585"
"Functional_relu_3_forward_input.0","Functional_relu_3_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.03%","-0.03910","0.19951, 0.93585"
"Functional_relu_3_forward_output","Functional_relu_3_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","24.51%","0.31342","0.12501, 0.69712"
"NN_Conv2d_20_forward_input.0","NN_Conv2d_20_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","24.51%","0.31342","0.12501, 0.69712"
"NN_Conv2d_20_forward_output","NN_Conv2d_20_forward_output","(10, 32, 56, 56)","(10, 32, 56, 56)","False","0.11%","0.12070","0.07063, 0.31666"
"NN_Conv2d_21_forward_input.0","NN_Conv2d_21_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","24.51%","0.31342","0.12501, 0.69712"
"NN_Conv2d_21_forward_output","NN_Conv2d_21_forward_output","(10, 32, 56, 56)","(10, 32, 56, 56)","False","0.11%","0.12070","0.07063, 0.31666"
"NN_Conv2d_22_forward_input.0","NN_Conv2d_22_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","24.51%","0.31342","0.12501, 0.69712"
"NN_Conv2d_22_forward_output","NN_Conv2d_22_forward_output","(10, 32, 56, 56)","(10, 32, 56, 56)","False","0.11%","0.12070","0.07063, 0.31666"
"NN_Conv2d_23_forward_input.0","NN_Conv2d_23_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","24.51%","0.31342","0.12501, 0.69712"
"NN_Conv2d_23_forward_output","NN_Conv2d_23_forward_output","(10, 32, 56, 56)","(10, 32, 56, 56)","False","0.11%","0.12070","0.07063, 0.31666"
"NN_Conv2d_24_forward_input.0","NN_Conv2d_24_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","24.51%","0.31342","0.12501, 0.69712"
"NN_Conv2d_24_forward_output","NN_Conv2d_24_forward_output","(10, 32, 56, 56)","(10, 32, 56, 56)","False","0.11%","0.12070","0.07063, 0.31666"
"Functional_concat_1_forward_input.0.0","Torch_cat_1_forward_input.0.0","(10, 96, 56, 56)","(10, 96, 56, 56)","False","66.69%","0.98003","0.03726, 0.42152"
"Functional_concat_1_forward_input.0.1","Torch_cat_1_forward_input.0.1","(10, 32, 56, 56)","(10, 32, 56, 56)","False","0.11%","0.12070","0.07063, 0.31666"
"","Torch_cat_1_forward_output","","(10, 128, 56, 56)","False","0.00%","nan","nan, nan"
"Functional_concat_1_forward_output","","(10, 128, 56, 56)","","False","0.00%","nan","nan, nan"
"NN_BatchNorm2d_25_forward_input.0","NN_BatchNorm2d_25_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","50.04%","0.96782","0.04710, 0.42152"
"NN_BatchNorm2d_25_forward_output","NN_BatchNorm2d_25_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","50.04%","0.96782","0.04710, 0.42152"
"NN_BatchNorm2d_26_forward_input.0","NN_BatchNorm2d_26_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","50.04%","0.96782","0.04710, 0.42152"
"NN_BatchNorm2d_26_forward_output","NN_BatchNorm2d_26_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","50.04%","0.96782","0.04710, 0.42152"
"NN_BatchNorm2d_27_forward_input.0","NN_BatchNorm2d_27_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","50.04%","0.96782","0.04710, 0.42152"
"NN_BatchNorm2d_27_forward_output","NN_BatchNorm2d_27_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","50.04%","0.96782","0.04710, 0.42152"
"NN_BatchNorm2d_28_forward_input.0","NN_BatchNorm2d_28_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","50.04%","0.96782","0.04710, 0.42152"
"NN_BatchNorm2d_28_forward_output","NN_BatchNorm2d_28_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","50.04%","0.96782","0.04710, 0.42152"
"NN_BatchNorm2d_29_forward_input.0","NN_BatchNorm2d_29_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","50.04%","0.96782","0.04710, 0.42152"
"NN_BatchNorm2d_29_forward_output","NN_BatchNorm2d_29_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","50.04%","0.96782","0.04710, 0.42152"
"Functional_relu_4_forward_input.0","Functional_relu_4_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","50.04%","0.96782","0.04710, 0.42152"
"Functional_relu_4_forward_output","Functional_relu_4_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","61.18%","0.98638","0.03192, 0.26590"
"NN_Conv2d_25_forward_input.0","NN_Conv2d_25_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","61.18%","0.98638","0.03192, 0.26590"
"NN_Conv2d_25_forward_output","NN_Conv2d_25_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.04%","0.13719","0.16436, 0.84853"
"NN_Conv2d_26_forward_input.0","NN_Conv2d_26_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","61.18%","0.98638","0.03192, 0.26590"
"NN_Conv2d_26_forward_output","NN_Conv2d_26_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.04%","0.13719","0.16436, 0.84853"
"NN_Conv2d_27_forward_input.0","NN_Conv2d_27_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","61.18%","0.98638","0.03192, 0.26590"
"NN_Conv2d_27_forward_output","NN_Conv2d_27_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.04%","0.13719","0.16436, 0.84853"
"NN_Conv2d_28_forward_input.0","NN_Conv2d_28_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","61.18%","0.98638","0.03192, 0.26590"
"NN_Conv2d_28_forward_output","NN_Conv2d_28_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.04%","0.13719","0.16436, 0.84853"
"NN_Conv2d_29_forward_input.0","NN_Conv2d_29_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","61.18%","0.98638","0.03192, 0.26590"
"NN_Conv2d_29_forward_output","NN_Conv2d_29_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.04%","0.13719","0.16436, 0.84853"
"NN_BatchNorm2d_30_forward_input.0","NN_BatchNorm2d_30_forward_input.0","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.04%","0.13719","0.16436, 0.84853"
"NN_BatchNorm2d_30_forward_output","NN_BatchNorm2d_30_forward_output","(10, 128, 56, 56)","(10, 128, 56, 56)","False","0.04%","0.13719","0.16435, 0.84852"
