Round,Attack,Sample_Index,Sample_Path,Seed_Path,"(Seed_label, Sample_label)"
3,DeepFool,2,PyTorch/TorchDenseNet/adversarial_samples/round_3_attack_DeepFool_sample_2.npy,PyTorch/TorchDenseNet/adversarial_samples/round_2_attack_Universal_sample_14.npy,"(57, 49)"
3,DeepFool,3,PyTorch/TorchDenseNet/adversarial_samples/round_3_attack_DeepFool_sample_3.npy,PyTorch/TorchDenseNet/adversarial_samples/round_2_attack_Universal_sample_17.npy,"(9, 70)"
3,DeepFool,4,PyTorch/TorchDenseNet/adversarial_samples/round_3_attack_DeepFool_sample_4.npy,PyTorch/TorchDenseNet/adversarial_samples/round_2_attack_Universal_sample_9.npy,"(90, 70)"
3,DeepFool,5,PyTorch/TorchDenseNet/adversarial_samples/round_3_attack_DeepFool_sample_5.npy,PyTorch/TorchDenseNet/adversarial_samples/round_1_attack_PGD_sample_14.npy,"(6, 90)"
5,CW,0,PyTorch/TorchDenseNet/adversarial_samples/round_5_attack_CW_sample_0.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_FGM_sample_2.npy,"(70, 70)"
5,CW,1,PyTorch/TorchDenseNet/adversarial_samples/round_5_attack_CW_sample_1.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_Universal_sample_23.npy,"(71, 71)"
5,CW,2,PyTorch/TorchDenseNet/adversarial_samples/round_5_attack_CW_sample_2.npy,PyTorch/TorchDenseNet/adversarial_samples/round_1_attack_PGD_sample_15.npy,"(56, 56)"
5,CW,3,PyTorch/TorchDenseNet/adversarial_samples/round_5_attack_CW_sample_3.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_Universal_sample_19.npy,"(6, 6)"
5,CW,4,PyTorch/TorchDenseNet/adversarial_samples/round_5_attack_CW_sample_4.npy,PyTorch/TorchDenseNet/adversarial_samples/round_2_attack_Universal_sample_12.npy,"(71, 71)"
5,CW,5,PyTorch/TorchDenseNet/adversarial_samples/round_5_attack_CW_sample_5.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_PGD_sample_18.npy,"(90, 90)"
5,CW,6,PyTorch/TorchDenseNet/adversarial_samples/round_5_attack_CW_sample_6.npy,PyTorch/TorchDenseNet/adversarial_samples/round_1_attack_PGD_sample_11.npy,"(71, 71)"
5,CW,7,PyTorch/TorchDenseNet/adversarial_samples/round_5_attack_CW_sample_7.npy,PyTorch/TorchDenseNet/adversarial_samples/round_4_attack_FGM_sample_18.npy,"(91, 91)"
5,CW,8,PyTorch/TorchDenseNet/adversarial_samples/round_5_attack_CW_sample_8.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_DeepFool_sample_8.npy,"(90, 90)"
5,CW,9,PyTorch/TorchDenseNet/adversarial_samples/round_5_attack_CW_sample_9.npy,PyTorch/TorchDenseNet/adversarial_samples/round_3_attack_DeepFool_sample_10.npy,"(53, 53)"
5,CW,10,PyTorch/TorchDenseNet/adversarial_samples/round_5_attack_CW_sample_10.npy,PyTorch/TorchDenseNet/adversarial_samples/seed_data/initial_seed_data.npy,"(88, 88)"
5,CW,11,PyTorch/TorchDenseNet/adversarial_samples/round_5_attack_CW_sample_11.npy,PyTorch/TorchDenseNet/adversarial_samples/round_4_attack_FGM_sample_13.npy,"(71, 71)"
5,CW,12,PyTorch/TorchDenseNet/adversarial_samples/round_5_attack_CW_sample_12.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_DeepFool_sample_28.npy,"(71, 71)"
5,CW,13,PyTorch/TorchDenseNet/adversarial_samples/round_5_attack_CW_sample_13.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_Universal_sample_27.npy,"(56, 56)"
5,CW,14,PyTorch/TorchDenseNet/adversarial_samples/round_5_attack_CW_sample_14.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_DeepFool_sample_1.npy,"(90, 90)"
5,CW,15,PyTorch/TorchDenseNet/adversarial_samples/round_5_attack_CW_sample_15.npy,PyTorch/TorchDenseNet/adversarial_samples/seed_data/initial_seed_data.npy,"(88, 88)"
5,CW,16,PyTorch/TorchDenseNet/adversarial_samples/round_5_attack_CW_sample_16.npy,PyTorch/TorchDenseNet/adversarial_samples/round_1_attack_PGD_sample_16.npy,"(49, 49)"
5,CW,17,PyTorch/TorchDenseNet/adversarial_samples/round_5_attack_CW_sample_17.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_Universal_sample_13.npy,"(6, 6)"
5,CW,18,PyTorch/TorchDenseNet/adversarial_samples/round_5_attack_CW_sample_18.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_FGM_sample_26.npy,"(70, 70)"
5,CW,19,PyTorch/TorchDenseNet/adversarial_samples/round_5_attack_CW_sample_19.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_Universal_sample_28.npy,"(6, 6)"
5,CW,20,PyTorch/TorchDenseNet/adversarial_samples/round_5_attack_CW_sample_20.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_DeepFool_sample_15.npy,"(90, 90)"
5,CW,21,PyTorch/TorchDenseNet/adversarial_samples/round_5_attack_CW_sample_21.npy,PyTorch/TorchDenseNet/adversarial_samples/round_3_attack_DeepFool_sample_3.npy,"(9, 9)"
5,CW,22,PyTorch/TorchDenseNet/adversarial_samples/round_5_attack_CW_sample_22.npy,PyTorch/TorchDenseNet/adversarial_samples/round_2_attack_Universal_sample_7.npy,"(56, 56)"
5,CW,23,PyTorch/TorchDenseNet/adversarial_samples/round_5_attack_CW_sample_23.npy,PyTorch/TorchDenseNet/adversarial_samples/round_3_attack_DeepFool_sample_5.npy,"(6, 6)"
5,CW,24,PyTorch/TorchDenseNet/adversarial_samples/round_5_attack_CW_sample_24.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_Universal_sample_9.npy,"(71, 71)"
5,CW,25,PyTorch/TorchDenseNet/adversarial_samples/round_5_attack_CW_sample_25.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_FGM_sample_18.npy,"(70, 70)"
5,CW,26,PyTorch/TorchDenseNet/adversarial_samples/round_5_attack_CW_sample_26.npy,PyTorch/TorchDenseNet/adversarial_samples/round_1_attack_PGD_sample_25.npy,"(88, 88)"
5,CW,27,PyTorch/TorchDenseNet/adversarial_samples/round_5_attack_CW_sample_27.npy,PyTorch/TorchDenseNet/adversarial_samples/seed_data/initial_seed_data.npy,"(88, 88)"
5,CW,28,PyTorch/TorchDenseNet/adversarial_samples/round_5_attack_CW_sample_28.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_Universal_sample_1.npy,"(71, 71)"
5,CW,29,PyTorch/TorchDenseNet/adversarial_samples/round_5_attack_CW_sample_29.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_FGM_sample_16.npy,"(70, 70)"
6,Universal,0,PyTorch/TorchDenseNet/adversarial_samples/round_6_attack_Universal_sample_0.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_DeepFool_sample_18.npy,"(90, 90)"
6,Universal,1,PyTorch/TorchDenseNet/adversarial_samples/round_6_attack_Universal_sample_1.npy,PyTorch/TorchDenseNet/adversarial_samples/round_4_attack_FGM_sample_0.npy,"(88, 6)"
6,Universal,2,PyTorch/TorchDenseNet/adversarial_samples/round_6_attack_Universal_sample_2.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_FGM_sample_24.npy,"(91, 71)"
7,Universal,0,PyTorch/TorchDenseNet/adversarial_samples/round_7_attack_Universal_sample_0.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_DeepFool_sample_4.npy,"(90, 90)"
7,Universal,1,PyTorch/TorchDenseNet/adversarial_samples/round_7_attack_Universal_sample_1.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_FGM_sample_27.npy,"(70, 70)"
7,Universal,2,PyTorch/TorchDenseNet/adversarial_samples/round_7_attack_Universal_sample_2.npy,PyTorch/TorchDenseNet/adversarial_samples/round_1_attack_PGD_sample_22.npy,"(88, 88)"
7,Universal,3,PyTorch/TorchDenseNet/adversarial_samples/round_7_attack_Universal_sample_3.npy,PyTorch/TorchDenseNet/adversarial_samples/round_4_attack_FGM_sample_29.npy,"(70, 70)"
7,Universal,4,PyTorch/TorchDenseNet/adversarial_samples/round_7_attack_Universal_sample_4.npy,PyTorch/TorchDenseNet/adversarial_samples/seed_data/initial_seed_data.npy,"(88, 6)"
7,Universal,5,PyTorch/TorchDenseNet/adversarial_samples/round_7_attack_Universal_sample_5.npy,PyTorch/TorchDenseNet/adversarial_samples/round_4_attack_FGM_sample_29.npy,"(88, 6)"
7,Universal,6,PyTorch/TorchDenseNet/adversarial_samples/round_7_attack_Universal_sample_6.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_FGM_sample_28.npy,"(88, 56)"
7,Universal,7,PyTorch/TorchDenseNet/adversarial_samples/round_7_attack_Universal_sample_7.npy,PyTorch/TorchDenseNet/adversarial_samples/seed_data/initial_seed_data.npy,"(91, 56)"
7,Universal,8,PyTorch/TorchDenseNet/adversarial_samples/round_7_attack_Universal_sample_8.npy,PyTorch/TorchDenseNet/adversarial_samples/round_4_attack_FGM_sample_9.npy,"(89, 53)"
7,Universal,9,PyTorch/TorchDenseNet/adversarial_samples/round_7_attack_Universal_sample_9.npy,PyTorch/TorchDenseNet/adversarial_samples/seed_data/initial_seed_data.npy,"(56, 90)"
7,Universal,10,PyTorch/TorchDenseNet/adversarial_samples/round_7_attack_Universal_sample_10.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_DeepFool_sample_13.npy,"(88, 6)"
7,Universal,11,PyTorch/TorchDenseNet/adversarial_samples/round_7_attack_Universal_sample_11.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_FGM_sample_23.npy,"(69, 57)"
7,Universal,12,PyTorch/TorchDenseNet/adversarial_samples/round_7_attack_Universal_sample_12.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_Universal_sample_23.npy,"(88, 56)"
8,DeepFool,0,PyTorch/TorchDenseNet/adversarial_samples/round_8_attack_DeepFool_sample_0.npy,PyTorch/TorchDenseNet/adversarial_samples/round_3_attack_DeepFool_sample_23.npy,"(91, 71)"
8,DeepFool,1,PyTorch/TorchDenseNet/adversarial_samples/round_8_attack_DeepFool_sample_1.npy,PyTorch/TorchDenseNet/adversarial_samples/round_3_attack_DeepFool_sample_7.npy,"(91, 71)"
8,DeepFool,2,PyTorch/TorchDenseNet/adversarial_samples/round_8_attack_DeepFool_sample_2.npy,PyTorch/TorchDenseNet/adversarial_samples/round_1_attack_PGD_sample_23.npy,"(56, 6)"
8,DeepFool,3,PyTorch/TorchDenseNet/adversarial_samples/round_8_attack_DeepFool_sample_3.npy,PyTorch/TorchDenseNet/adversarial_samples/round_6_attack_Universal_sample_6.npy,"(71, 70)"
8,DeepFool,4,PyTorch/TorchDenseNet/adversarial_samples/round_8_attack_DeepFool_sample_4.npy,PyTorch/TorchDenseNet/adversarial_samples/round_2_attack_Universal_sample_8.npy,"(88, 6)"
8,DeepFool,5,PyTorch/TorchDenseNet/adversarial_samples/round_8_attack_DeepFool_sample_5.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_Universal_sample_12.npy,"(71, 90)"
9,CW,0,PyTorch/TorchDenseNet/adversarial_samples/round_9_attack_CW_sample_0.npy,PyTorch/TorchDenseNet/adversarial_samples/round_3_attack_DeepFool_sample_5.npy,"(6, 6)"
9,CW,1,PyTorch/TorchDenseNet/adversarial_samples/round_9_attack_CW_sample_1.npy,PyTorch/TorchDenseNet/adversarial_samples/round_6_attack_Universal_sample_11.npy,"(88, 88)"
9,CW,2,PyTorch/TorchDenseNet/adversarial_samples/round_9_attack_CW_sample_2.npy,PyTorch/TorchDenseNet/adversarial_samples/round_6_attack_Universal_sample_18.npy,"(70, 70)"
9,CW,3,PyTorch/TorchDenseNet/adversarial_samples/round_9_attack_CW_sample_3.npy,PyTorch/TorchDenseNet/adversarial_samples/round_3_attack_DeepFool_sample_17.npy,"(90, 90)"
9,CW,4,PyTorch/TorchDenseNet/adversarial_samples/round_9_attack_CW_sample_4.npy,PyTorch/TorchDenseNet/adversarial_samples/round_6_attack_Universal_sample_5.npy,"(88, 88)"
9,CW,5,PyTorch/TorchDenseNet/adversarial_samples/round_9_attack_CW_sample_5.npy,PyTorch/TorchDenseNet/adversarial_samples/round_6_attack_Universal_sample_20.npy,"(91, 91)"
9,CW,6,PyTorch/TorchDenseNet/adversarial_samples/round_9_attack_CW_sample_6.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_FGM_sample_24.npy,"(70, 70)"
9,CW,7,PyTorch/TorchDenseNet/adversarial_samples/round_9_attack_CW_sample_7.npy,PyTorch/TorchDenseNet/adversarial_samples/round_7_attack_Universal_sample_14.npy,"(69, 69)"
9,CW,8,PyTorch/TorchDenseNet/adversarial_samples/round_9_attack_CW_sample_8.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_Universal_sample_25.npy,"(6, 6)"
9,CW,9,PyTorch/TorchDenseNet/adversarial_samples/round_9_attack_CW_sample_9.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_DeepFool_sample_13.npy,"(90, 90)"
9,CW,10,PyTorch/TorchDenseNet/adversarial_samples/round_9_attack_CW_sample_10.npy,PyTorch/TorchDenseNet/adversarial_samples/round_7_attack_Universal_sample_12.npy,"(71, 71)"
9,CW,11,PyTorch/TorchDenseNet/adversarial_samples/round_9_attack_CW_sample_11.npy,PyTorch/TorchDenseNet/adversarial_samples/round_1_attack_PGD_sample_6.npy,"(70, 70)"
9,CW,12,PyTorch/TorchDenseNet/adversarial_samples/round_9_attack_CW_sample_12.npy,PyTorch/TorchDenseNet/adversarial_samples/round_1_attack_PGD_sample_16.npy,"(49, 49)"
9,CW,13,PyTorch/TorchDenseNet/adversarial_samples/round_9_attack_CW_sample_13.npy,PyTorch/TorchDenseNet/adversarial_samples/round_1_attack_PGD_sample_28.npy,"(71, 71)"
9,CW,14,PyTorch/TorchDenseNet/adversarial_samples/round_9_attack_CW_sample_14.npy,PyTorch/TorchDenseNet/adversarial_samples/round_3_attack_DeepFool_sample_21.npy,"(56, 56)"
9,CW,15,PyTorch/TorchDenseNet/adversarial_samples/round_9_attack_CW_sample_15.npy,PyTorch/TorchDenseNet/adversarial_samples/round_6_attack_Universal_sample_12.npy,"(88, 88)"
9,CW,16,PyTorch/TorchDenseNet/adversarial_samples/round_9_attack_CW_sample_16.npy,PyTorch/TorchDenseNet/adversarial_samples/round_4_attack_FGM_sample_23.npy,"(91, 91)"
9,CW,17,PyTorch/TorchDenseNet/adversarial_samples/round_9_attack_CW_sample_17.npy,PyTorch/TorchDenseNet/adversarial_samples/round_7_attack_Universal_sample_5.npy,"(56, 56)"
9,CW,18,PyTorch/TorchDenseNet/adversarial_samples/round_9_attack_CW_sample_18.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_PGD_sample_9.npy,"(90, 90)"
9,CW,19,PyTorch/TorchDenseNet/adversarial_samples/round_9_attack_CW_sample_19.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_DeepFool_sample_19.npy,"(71, 71)"
9,CW,20,PyTorch/TorchDenseNet/adversarial_samples/round_9_attack_CW_sample_20.npy,PyTorch/TorchDenseNet/adversarial_samples/seed_data/initial_seed_data.npy,"(88, 88)"
9,CW,21,PyTorch/TorchDenseNet/adversarial_samples/round_9_attack_CW_sample_21.npy,PyTorch/TorchDenseNet/adversarial_samples/round_1_attack_PGD_sample_4.npy,"(71, 71)"
9,CW,22,PyTorch/TorchDenseNet/adversarial_samples/round_9_attack_CW_sample_22.npy,PyTorch/TorchDenseNet/adversarial_samples/round_8_attack_DeepFool_sample_0.npy,"(91, 91)"
9,CW,23,PyTorch/TorchDenseNet/adversarial_samples/round_9_attack_CW_sample_23.npy,PyTorch/TorchDenseNet/adversarial_samples/round_8_attack_DeepFool_sample_9.npy,"(53, 53)"
9,CW,24,PyTorch/TorchDenseNet/adversarial_samples/round_9_attack_CW_sample_24.npy,PyTorch/TorchDenseNet/adversarial_samples/round_3_attack_DeepFool_sample_19.npy,"(53, 53)"
9,CW,25,PyTorch/TorchDenseNet/adversarial_samples/round_9_attack_CW_sample_25.npy,PyTorch/TorchDenseNet/adversarial_samples/round_6_attack_Universal_sample_25.npy,"(89, 89)"
9,CW,26,PyTorch/TorchDenseNet/adversarial_samples/round_9_attack_CW_sample_26.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_DeepFool_sample_5.npy,"(90, 90)"
9,CW,27,PyTorch/TorchDenseNet/adversarial_samples/round_9_attack_CW_sample_27.npy,PyTorch/TorchDenseNet/adversarial_samples/round_1_attack_PGD_sample_13.npy,"(56, 56)"
9,CW,28,PyTorch/TorchDenseNet/adversarial_samples/round_9_attack_CW_sample_28.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_DeepFool_sample_2.npy,"(90, 90)"
9,CW,29,PyTorch/TorchDenseNet/adversarial_samples/round_9_attack_CW_sample_29.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_PGD_sample_19.npy,"(90, 90)"
13,DeepFool,0,PyTorch/TorchDenseNet/adversarial_samples/round_13_attack_DeepFool_sample_0.npy,PyTorch/TorchDenseNet/adversarial_samples/round_8_attack_DeepFool_sample_2.npy,"(56, 88)"
13,DeepFool,1,PyTorch/TorchDenseNet/adversarial_samples/round_13_attack_DeepFool_sample_1.npy,PyTorch/TorchDenseNet/adversarial_samples/round_2_attack_Universal_sample_6.npy,"(56, 56)"
13,DeepFool,2,PyTorch/TorchDenseNet/adversarial_samples/round_13_attack_DeepFool_sample_2.npy,PyTorch/TorchDenseNet/adversarial_samples/round_2_attack_Universal_sample_9.npy,"(88, 71)"
13,DeepFool,3,PyTorch/TorchDenseNet/adversarial_samples/round_13_attack_DeepFool_sample_3.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_Universal_sample_18.npy,"(56, 70)"
13,DeepFool,4,PyTorch/TorchDenseNet/adversarial_samples/round_13_attack_DeepFool_sample_4.npy,PyTorch/TorchDenseNet/adversarial_samples/round_3_attack_DeepFool_sample_15.npy,"(56, 71)"
13,DeepFool,5,PyTorch/TorchDenseNet/adversarial_samples/round_13_attack_DeepFool_sample_5.npy,PyTorch/TorchDenseNet/adversarial_samples/round_3_attack_DeepFool_sample_10.npy,"(71, 91)"
13,DeepFool,6,PyTorch/TorchDenseNet/adversarial_samples/round_13_attack_DeepFool_sample_6.npy,PyTorch/TorchDenseNet/adversarial_samples/round_12_attack_PGD_sample_1.npy,"(56, 56)"
14,CW,0,PyTorch/TorchDenseNet/adversarial_samples/round_14_attack_CW_sample_0.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_Universal_sample_28.npy,"(6, 6)"
14,CW,1,PyTorch/TorchDenseNet/adversarial_samples/round_14_attack_CW_sample_1.npy,PyTorch/TorchDenseNet/adversarial_samples/round_10_attack_FGM_sample_25.npy,"(70, 70)"
14,CW,2,PyTorch/TorchDenseNet/adversarial_samples/round_14_attack_CW_sample_2.npy,PyTorch/TorchDenseNet/adversarial_samples/round_11_attack_PGD_sample_24.npy,"(56, 56)"
14,CW,3,PyTorch/TorchDenseNet/adversarial_samples/round_14_attack_CW_sample_3.npy,PyTorch/TorchDenseNet/adversarial_samples/round_13_attack_DeepFool_sample_15.npy,"(90, 90)"
14,CW,4,PyTorch/TorchDenseNet/adversarial_samples/round_14_attack_CW_sample_4.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_PGD_sample_4.npy,"(90, 90)"
14,CW,5,PyTorch/TorchDenseNet/adversarial_samples/round_14_attack_CW_sample_5.npy,PyTorch/TorchDenseNet/adversarial_samples/round_13_attack_DeepFool_sample_17.npy,"(30, 30)"
14,CW,6,PyTorch/TorchDenseNet/adversarial_samples/round_14_attack_CW_sample_6.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_PGD_sample_21.npy,"(90, 90)"
14,CW,7,PyTorch/TorchDenseNet/adversarial_samples/round_14_attack_CW_sample_7.npy,PyTorch/TorchDenseNet/adversarial_samples/round_13_attack_DeepFool_sample_1.npy,"(88, 88)"
14,CW,8,PyTorch/TorchDenseNet/adversarial_samples/round_14_attack_CW_sample_8.npy,PyTorch/TorchDenseNet/adversarial_samples/round_11_attack_PGD_sample_5.npy,"(57, 57)"
14,CW,9,PyTorch/TorchDenseNet/adversarial_samples/round_14_attack_CW_sample_9.npy,PyTorch/TorchDenseNet/adversarial_samples/round_1_attack_PGD_sample_12.npy,"(9, 9)"
14,CW,10,PyTorch/TorchDenseNet/adversarial_samples/round_14_attack_CW_sample_10.npy,PyTorch/TorchDenseNet/adversarial_samples/round_7_attack_Universal_sample_12.npy,"(71, 71)"
14,CW,11,PyTorch/TorchDenseNet/adversarial_samples/round_14_attack_CW_sample_11.npy,PyTorch/TorchDenseNet/adversarial_samples/round_3_attack_DeepFool_sample_2.npy,"(57, 57)"
14,CW,12,PyTorch/TorchDenseNet/adversarial_samples/round_14_attack_CW_sample_12.npy,PyTorch/TorchDenseNet/adversarial_samples/round_12_attack_PGD_sample_27.npy,"(70, 70)"
14,CW,13,PyTorch/TorchDenseNet/adversarial_samples/round_14_attack_CW_sample_13.npy,PyTorch/TorchDenseNet/adversarial_samples/round_8_attack_DeepFool_sample_8.npy,"(30, 30)"
14,CW,14,PyTorch/TorchDenseNet/adversarial_samples/round_14_attack_CW_sample_14.npy,PyTorch/TorchDenseNet/adversarial_samples/seed_data/initial_seed_data.npy,"(88, 88)"
14,CW,15,PyTorch/TorchDenseNet/adversarial_samples/round_14_attack_CW_sample_15.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_FGM_sample_15.npy,"(70, 70)"
14,CW,16,PyTorch/TorchDenseNet/adversarial_samples/round_14_attack_CW_sample_16.npy,PyTorch/TorchDenseNet/adversarial_samples/round_7_attack_Universal_sample_6.npy,"(88, 88)"
14,CW,17,PyTorch/TorchDenseNet/adversarial_samples/round_14_attack_CW_sample_17.npy,PyTorch/TorchDenseNet/adversarial_samples/round_11_attack_PGD_sample_26.npy,"(57, 57)"
14,CW,18,PyTorch/TorchDenseNet/adversarial_samples/round_14_attack_CW_sample_18.npy,PyTorch/TorchDenseNet/adversarial_samples/round_11_attack_PGD_sample_7.npy,"(56, 56)"
14,CW,19,PyTorch/TorchDenseNet/adversarial_samples/round_14_attack_CW_sample_19.npy,PyTorch/TorchDenseNet/adversarial_samples/round_2_attack_Universal_sample_17.npy,"(56, 56)"
14,CW,20,PyTorch/TorchDenseNet/adversarial_samples/round_14_attack_CW_sample_20.npy,PyTorch/TorchDenseNet/adversarial_samples/round_2_attack_Universal_sample_5.npy,"(56, 56)"
14,CW,21,PyTorch/TorchDenseNet/adversarial_samples/round_14_attack_CW_sample_21.npy,PyTorch/TorchDenseNet/adversarial_samples/round_6_attack_Universal_sample_17.npy,"(70, 70)"
14,CW,22,PyTorch/TorchDenseNet/adversarial_samples/round_14_attack_CW_sample_22.npy,PyTorch/TorchDenseNet/adversarial_samples/round_11_attack_PGD_sample_21.npy,"(57, 57)"
14,CW,23,PyTorch/TorchDenseNet/adversarial_samples/round_14_attack_CW_sample_23.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_DeepFool_sample_15.npy,"(90, 90)"
14,CW,24,PyTorch/TorchDenseNet/adversarial_samples/round_14_attack_CW_sample_24.npy,PyTorch/TorchDenseNet/adversarial_samples/round_10_attack_FGM_sample_26.npy,"(70, 70)"
14,CW,25,PyTorch/TorchDenseNet/adversarial_samples/round_14_attack_CW_sample_25.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_DeepFool_sample_1.npy,"(90, 90)"
14,CW,26,PyTorch/TorchDenseNet/adversarial_samples/round_14_attack_CW_sample_26.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_FGM_sample_11.npy,"(70, 70)"
14,CW,27,PyTorch/TorchDenseNet/adversarial_samples/round_14_attack_CW_sample_27.npy,PyTorch/TorchDenseNet/adversarial_samples/round_2_attack_Universal_sample_10.npy,"(56, 56)"
14,CW,28,PyTorch/TorchDenseNet/adversarial_samples/round_14_attack_CW_sample_28.npy,PyTorch/TorchDenseNet/adversarial_samples/round_7_attack_Universal_sample_15.npy,"(71, 71)"
14,CW,29,PyTorch/TorchDenseNet/adversarial_samples/round_14_attack_CW_sample_29.npy,PyTorch/TorchDenseNet/adversarial_samples/round_7_attack_Universal_sample_14.npy,"(69, 69)"
16,Universal,0,PyTorch/TorchDenseNet/adversarial_samples/round_16_attack_Universal_sample_0.npy,PyTorch/TorchDenseNet/adversarial_samples/round_13_attack_DeepFool_sample_22.npy,"(71, 71)"
16,Universal,1,PyTorch/TorchDenseNet/adversarial_samples/round_16_attack_Universal_sample_1.npy,PyTorch/TorchDenseNet/adversarial_samples/round_0_attack_DeepFool_sample_28.npy,"(71, 71)"
16,Universal,2,PyTorch/TorchDenseNet/adversarial_samples/round_16_attack_Universal_sample_2.npy,PyTorch/TorchDenseNet/adversarial_samples/round_7_attack_Universal_sample_2.npy,"(88, 88)"
16,Universal,3,PyTorch/TorchDenseNet/adversarial_samples/round_16_attack_Universal_sample_3.npy,PyTorch/TorchDenseNet/adversarial_samples/round_4_attack_FGM_sample_29.npy,"(70, 70)"
16,Universal,4,PyTorch/TorchDenseNet/adversarial_samples/round_16_attack_Universal_sample_4.npy,PyTorch/TorchDenseNet/adversarial_samples/round_12_attack_PGD_sample_17.npy,"(90, 90)"
