Round,Index,True Label,Predict Label
6,14,"tensor(81, device='cuda:0')","tensor(20, device='cuda:0')"
6,15,"tensor(70, device='cuda:0')","tensor(81, device='cuda:0')"
6,16,"tensor(20, device='cuda:0')","tensor(70, device='cuda:0')"
6,17,"tensor(89, device='cuda:0')","tensor(83, device='cuda:0')"
6,18,"tensor(81, device='cuda:0')","tensor(20, device='cuda:0')"
6,19,"tensor(81, device='cuda:0')","tensor(20, device='cuda:0')"
6,20,"tensor(89, device='cuda:0')","tensor(83, device='cuda:0')"
6,21,"tensor(81, device='cuda:0')","tensor(70, device='cuda:0')"
6,22,"tensor(7, device='cuda:0')","tensor(5, device='cuda:0')"
6,23,"tensor(81, device='cuda:0')","tensor(89, device='cuda:0')"
6,24,"tensor(20, device='cuda:0')","tensor(81, device='cuda:0')"
6,25,"tensor(20, device='cuda:0')","tensor(69, device='cuda:0')"
6,26,"tensor(81, device='cuda:0')","tensor(20, device='cuda:0')"
6,27,"tensor(81, device='cuda:0')","tensor(89, device='cuda:0')"
6,28,"tensor(89, device='cuda:0')","tensor(70, device='cuda:0')"
6,29,"tensor(81, device='cuda:0')","tensor(20, device='cuda:0')"
7,1,"tensor(20, device='cuda:0')","tensor(83, device='cuda:0')"
7,2,"tensor(89, device='cuda:0')","tensor(81, device='cuda:0')"
7,3,"tensor(89, device='cuda:0')","tensor(79, device='cuda:0')"
7,4,"tensor(89, device='cuda:0')","tensor(70, device='cuda:0')"
7,5,"tensor(7, device='cuda:0')","tensor(71, device='cuda:0')"
7,7,"tensor(81, device='cuda:0')","tensor(71, device='cuda:0')"
7,10,"tensor(20, device='cuda:0')","tensor(71, device='cuda:0')"
7,11,"tensor(20, device='cuda:0')","tensor(81, device='cuda:0')"
7,13,"tensor(70, device='cuda:0')","tensor(71, device='cuda:0')"
7,14,"tensor(81, device='cuda:0')","tensor(71, device='cuda:0')"
7,15,"tensor(20, device='cuda:0')","tensor(81, device='cuda:0')"
7,16,"tensor(81, device='cuda:0')","tensor(26, device='cuda:0')"
7,21,"tensor(81, device='cuda:0')","tensor(71, device='cuda:0')"
7,22,"tensor(89, device='cuda:0')","tensor(70, device='cuda:0')"
7,23,"tensor(20, device='cuda:0')","tensor(81, device='cuda:0')"
7,24,"tensor(70, device='cuda:0')","tensor(81, device='cuda:0')"
7,25,"tensor(89, device='cuda:0')","tensor(81, device='cuda:0')"
7,26,"tensor(79, device='cuda:0')","tensor(81, device='cuda:0')"
7,27,"tensor(83, device='cuda:0')","tensor(70, device='cuda:0')"
7,29,"tensor(89, device='cuda:0')","tensor(70, device='cuda:0')"
8,0,"tensor(70, device='cuda:0')","tensor(20, device='cuda:0')"
8,1,"tensor(81, device='cuda:0')","tensor(70, device='cuda:0')"
8,2,"tensor(70, device='cuda:0')","tensor(89, device='cuda:0')"
8,3,"tensor(81, device='cuda:0')","tensor(20, device='cuda:0')"
8,4,"tensor(20, device='cuda:0')","tensor(81, device='cuda:0')"
8,5,"tensor(70, device='cuda:0')","tensor(20, device='cuda:0')"
8,6,"tensor(70, device='cuda:0')","tensor(89, device='cuda:0')"
8,7,"tensor(20, device='cuda:0')","tensor(83, device='cuda:0')"
8,8,"tensor(20, device='cuda:0')","tensor(70, device='cuda:0')"
8,9,"tensor(71, device='cuda:0')","tensor(81, device='cuda:0')"
8,10,"tensor(89, device='cuda:0')","tensor(81, device='cuda:0')"
8,11,"tensor(69, device='cuda:0')","tensor(81, device='cuda:0')"
8,12,"tensor(89, device='cuda:0')","tensor(83, device='cuda:0')"
8,13,"tensor(20, device='cuda:0')","tensor(70, device='cuda:0')"
8,14,"tensor(70, device='cuda:0')","tensor(89, device='cuda:0')"
8,15,"tensor(81, device='cuda:0')","tensor(20, device='cuda:0')"
8,16,"tensor(20, device='cuda:0')","tensor(81, device='cuda:0')"
8,17,"tensor(81, device='cuda:0')","tensor(70, device='cuda:0')"
8,18,"tensor(81, device='cuda:0')","tensor(20, device='cuda:0')"
8,19,"tensor(89, device='cuda:0')","tensor(70, device='cuda:0')"
8,20,"tensor(81, device='cuda:0')","tensor(20, device='cuda:0')"
8,21,"tensor(81, device='cuda:0')","tensor(70, device='cuda:0')"
8,22,"tensor(70, device='cuda:0')","tensor(89, device='cuda:0')"
8,23,"tensor(20, device='cuda:0')","tensor(81, device='cuda:0')"
8,24,"tensor(70, device='cuda:0')","tensor(81, device='cuda:0')"
8,25,"tensor(83, device='cuda:0')","tensor(5, device='cuda:0')"
8,26,"tensor(20, device='cuda:0')","tensor(89, device='cuda:0')"
8,27,"tensor(20, device='cuda:0')","tensor(70, device='cuda:0')"
8,28,"tensor(81, device='cuda:0')","tensor(5, device='cuda:0')"
8,29,"tensor(81, device='cuda:0')","tensor(20, device='cuda:0')"
9,0,"tensor(81, device='cuda:0')","tensor(70, device='cuda:0')"
9,1,"tensor(70, device='cuda:0')","tensor(89, device='cuda:0')"
9,2,"tensor(81, device='cuda:0')","tensor(69, device='cuda:0')"
9,3,"tensor(83, device='cuda:0')","tensor(70, device='cuda:0')"
9,4,"tensor(20, device='cuda:0')","tensor(89, device='cuda:0')"
9,5,"tensor(20, device='cuda:0')","tensor(70, device='cuda:0')"
9,6,"tensor(81, device='cuda:0')","tensor(89, device='cuda:0')"
9,7,"tensor(81, device='cuda:0')","tensor(89, device='cuda:0')"
9,8,"tensor(70, device='cuda:0')","tensor(89, device='cuda:0')"
9,9,"tensor(89, device='cuda:0')","tensor(70, device='cuda:0')"
9,10,"tensor(70, device='cuda:0')","tensor(81, device='cuda:0')"
9,11,"tensor(81, device='cuda:0')","tensor(20, device='cuda:0')"
9,12,"tensor(20, device='cuda:0')","tensor(81, device='cuda:0')"
9,13,"tensor(81, device='cuda:0')","tensor(20, device='cuda:0')"
9,14,"tensor(83, device='cuda:0')","tensor(81, device='cuda:0')"
9,15,"tensor(20, device='cuda:0')","tensor(81, device='cuda:0')"
9,16,"tensor(89, device='cuda:0')","tensor(83, device='cuda:0')"
9,17,"tensor(81, device='cuda:0')","tensor(20, device='cuda:0')"
9,18,"tensor(81, device='cuda:0')","tensor(70, device='cuda:0')"
9,19,"tensor(81, device='cuda:0')","tensor(20, device='cuda:0')"
9,20,"tensor(20, device='cuda:0')","tensor(81, device='cuda:0')"
9,21,"tensor(81, device='cuda:0')","tensor(89, device='cuda:0')"
9,22,"tensor(71, device='cuda:0')","tensor(81, device='cuda:0')"
9,23,"tensor(81, device='cuda:0')","tensor(70, device='cuda:0')"
9,24,"tensor(20, device='cuda:0')","tensor(89, device='cuda:0')"
9,25,"tensor(89, device='cuda:0')","tensor(70, device='cuda:0')"
9,26,"tensor(81, device='cuda:0')","tensor(70, device='cuda:0')"
9,27,"tensor(81, device='cuda:0')","tensor(70, device='cuda:0')"
9,28,"tensor(81, device='cuda:0')","tensor(20, device='cuda:0')"
9,29,"tensor(81, device='cuda:0')","tensor(89, device='cuda:0')"
11,0,"tensor(81, device='cuda:0')","tensor(20, device='cuda:0')"
11,1,"tensor(70, device='cuda:0')","tensor(89, device='cuda:0')"
11,2,"tensor(89, device='cuda:0')","tensor(81, device='cuda:0')"
11,3,"tensor(20, device='cuda:0')","tensor(70, device='cuda:0')"
11,4,"tensor(81, device='cuda:0')","tensor(20, device='cuda:0')"
11,5,"tensor(89, device='cuda:0')","tensor(70, device='cuda:0')"
11,6,"tensor(20, device='cuda:0')","tensor(70, device='cuda:0')"
11,7,"tensor(20, device='cuda:0')","tensor(70, device='cuda:0')"
11,8,"tensor(70, device='cuda:0')","tensor(89, device='cuda:0')"
11,9,"tensor(89, device='cuda:0')","tensor(70, device='cuda:0')"
11,10,"tensor(70, device='cuda:0')","tensor(62, device='cuda:0')"
11,11,"tensor(81, device='cuda:0')","tensor(70, device='cuda:0')"
11,12,"tensor(71, device='cuda:0')","tensor(81, device='cuda:0')"
11,13,"tensor(88, device='cuda:0')","tensor(20, device='cuda:0')"
11,14,"tensor(81, device='cuda:0')","tensor(20, device='cuda:0')"
11,15,"tensor(81, device='cuda:0')","tensor(20, device='cuda:0')"
11,16,"tensor(81, device='cuda:0')","tensor(20, device='cuda:0')"
11,17,"tensor(81, device='cuda:0')","tensor(20, device='cuda:0')"
11,18,"tensor(71, device='cuda:0')","tensor(20, device='cuda:0')"
11,19,"tensor(70, device='cuda:0')","tensor(20, device='cuda:0')"
11,20,"tensor(81, device='cuda:0')","tensor(70, device='cuda:0')"
11,21,"tensor(81, device='cuda:0')","tensor(20, device='cuda:0')"
11,22,"tensor(83, device='cuda:0')","tensor(89, device='cuda:0')"
11,23,"tensor(83, device='cuda:0')","tensor(89, device='cuda:0')"
11,24,"tensor(81, device='cuda:0')","tensor(20, device='cuda:0')"
11,25,"tensor(20, device='cuda:0')","tensor(70, device='cuda:0')"
11,26,"tensor(81, device='cuda:0')","tensor(70, device='cuda:0')"
11,27,"tensor(81, device='cuda:0')","tensor(89, device='cuda:0')"
11,28,"tensor(83, device='cuda:0')","tensor(20, device='cuda:0')"
11,29,"tensor(81, device='cuda:0')","tensor(20, device='cuda:0')"
13,0,"tensor(81, device='cuda:0')","tensor(89, device='cuda:0')"
13,1,"tensor(20, device='cuda:0')","tensor(81, device='cuda:0')"
13,2,"tensor(81, device='cuda:0')","tensor(71, device='cuda:0')"
13,3,"tensor(70, device='cuda:0')","tensor(71, device='cuda:0')"
13,4,"tensor(70, device='cuda:0')","tensor(81, device='cuda:0')"
13,5,"tensor(89, device='cuda:0')","tensor(70, device='cuda:0')"
13,6,"tensor(20, device='cuda:0')","tensor(70, device='cuda:0')"
13,7,"tensor(70, device='cuda:0')","tensor(89, device='cuda:0')"
13,8,"tensor(81, device='cuda:0')","tensor(20, device='cuda:0')"
13,9,"tensor(70, device='cuda:0')","tensor(89, device='cuda:0')"
13,10,"tensor(70, device='cuda:0')","tensor(89, device='cuda:0')"
13,11,"tensor(81, device='cuda:0')","tensor(71, device='cuda:0')"
13,12,"tensor(89, device='cuda:0')","tensor(5, device='cuda:0')"
13,13,"tensor(70, device='cuda:0')","tensor(89, device='cuda:0')"
13,14,"tensor(89, device='cuda:0')","tensor(5, device='cuda:0')"
13,15,"tensor(89, device='cuda:0')","tensor(81, device='cuda:0')"
13,16,"tensor(70, device='cuda:0')","tensor(26, device='cuda:0')"
13,17,"tensor(81, device='cuda:0')","tensor(89, device='cuda:0')"
13,18,"tensor(79, device='cuda:0')","tensor(81, device='cuda:0')"
13,19,"tensor(89, device='cuda:0')","tensor(79, device='cuda:0')"
13,20,"tensor(83, device='cuda:0')","tensor(89, device='cuda:0')"
13,21,"tensor(70, device='cuda:0')","tensor(5, device='cuda:0')"
13,22,"tensor(81, device='cuda:0')","tensor(26, device='cuda:0')"
13,23,"tensor(83, device='cuda:0')","tensor(70, device='cuda:0')"
13,24,"tensor(20, device='cuda:0')","tensor(70, device='cuda:0')"
13,25,"tensor(20, device='cuda:0')","tensor(81, device='cuda:0')"
13,26,"tensor(20, device='cuda:0')","tensor(32, device='cuda:0')"
13,27,"tensor(81, device='cuda:0')","tensor(20, device='cuda:0')"
13,28,"tensor(81, device='cuda:0')","tensor(89, device='cuda:0')"
13,29,"tensor(81, device='cuda:0')","tensor(20, device='cuda:0')"
14,0,"tensor(89, device='cuda:0')","tensor(83, device='cuda:0')"
14,1,"tensor(81, device='cuda:0')","tensor(70, device='cuda:0')"
14,2,"tensor(70, device='cuda:0')","tensor(81, device='cuda:0')"
14,3,"tensor(70, device='cuda:0')","tensor(20, device='cuda:0')"
14,4,"tensor(81, device='cuda:0')","tensor(89, device='cuda:0')"
14,5,"tensor(89, device='cuda:0')","tensor(20, device='cuda:0')"
14,6,"tensor(81, device='cuda:0')","tensor(70, device='cuda:0')"
14,7,"tensor(70, device='cuda:0')","tensor(20, device='cuda:0')"
14,8,"tensor(20, device='cuda:0')","tensor(83, device='cuda:0')"
14,9,"tensor(20, device='cuda:0')","tensor(83, device='cuda:0')"
14,10,"tensor(20, device='cuda:0')","tensor(81, device='cuda:0')"
14,11,"tensor(81, device='cuda:0')","tensor(20, device='cuda:0')"
14,12,"tensor(20, device='cuda:0')","tensor(81, device='cuda:0')"
14,13,"tensor(71, device='cuda:0')","tensor(89, device='cuda:0')"
14,14,"tensor(71, device='cuda:0')","tensor(89, device='cuda:0')"
14,15,"tensor(81, device='cuda:0')","tensor(70, device='cuda:0')"
14,16,"tensor(20, device='cuda:0')","tensor(81, device='cuda:0')"
14,17,"tensor(7, device='cuda:0')","tensor(5, device='cuda:0')"
14,18,"tensor(20, device='cuda:0')","tensor(81, device='cuda:0')"
14,19,"tensor(81, device='cuda:0')","tensor(89, device='cuda:0')"
14,20,"tensor(79, device='cuda:0')","tensor(20, device='cuda:0')"
14,21,"tensor(81, device='cuda:0')","tensor(20, device='cuda:0')"
14,22,"tensor(70, device='cuda:0')","tensor(20, device='cuda:0')"
14,23,"tensor(81, device='cuda:0')","tensor(70, device='cuda:0')"
14,24,"tensor(20, device='cuda:0')","tensor(89, device='cuda:0')"
14,25,"tensor(81, device='cuda:0')","tensor(20, device='cuda:0')"
14,26,"tensor(20, device='cuda:0')","tensor(70, device='cuda:0')"
14,27,"tensor(83, device='cuda:0')","tensor(79, device='cuda:0')"
14,28,"tensor(81, device='cuda:0')","tensor(20, device='cuda:0')"
14,29,"tensor(81, device='cuda:0')","tensor(20, device='cuda:0')"
15,0,"tensor(89, device='cuda:0')","tensor(70, device='cuda:0')"
15,1,"tensor(20, device='cuda:0')","tensor(89, device='cuda:0')"
15,2,"tensor(20, device='cuda:0')","tensor(70, device='cuda:0')"
15,3,"tensor(20, device='cuda:0')","tensor(70, device='cuda:0')"
15,4,"tensor(20, device='cuda:0')","tensor(70, device='cuda:0')"
15,5,"tensor(81, device='cuda:0')","tensor(89, device='cuda:0')"
15,6,"tensor(70, device='cuda:0')","tensor(83, device='cuda:0')"
15,7,"tensor(81, device='cuda:0')","tensor(83, device='cuda:0')"
15,8,"tensor(70, device='cuda:0')","tensor(89, device='cuda:0')"
15,9,"tensor(20, device='cuda:0')","tensor(81, device='cuda:0')"
15,10,"tensor(89, device='cuda:0')","tensor(81, device='cuda:0')"
15,11,"tensor(5, device='cuda:0')","tensor(20, device='cuda:0')"
15,12,"tensor(81, device='cuda:0')","tensor(20, device='cuda:0')"
15,13,"tensor(81, device='cuda:0')","tensor(89, device='cuda:0')"
15,14,"tensor(70, device='cuda:0')","tensor(89, device='cuda:0')"
15,15,"tensor(89, device='cuda:0')","tensor(62, device='cuda:0')"
15,16,"tensor(20, device='cuda:0')","tensor(70, device='cuda:0')"
15,17,"tensor(89, device='cuda:0')","tensor(5, device='cuda:0')"
15,18,"tensor(81, device='cuda:0')","tensor(89, device='cuda:0')"
15,19,"tensor(81, device='cuda:0')","tensor(70, device='cuda:0')"
15,20,"tensor(89, device='cuda:0')","tensor(70, device='cuda:0')"
15,21,"tensor(81, device='cuda:0')","tensor(32, device='cuda:0')"
15,22,"tensor(81, device='cuda:0')","tensor(89, device='cuda:0')"
15,23,"tensor(20, device='cuda:0')","tensor(89, device='cuda:0')"
15,24,"tensor(20, device='cuda:0')","tensor(70, device='cuda:0')"
15,25,"tensor(81, device='cuda:0')","tensor(20, device='cuda:0')"
15,26,"tensor(81, device='cuda:0')","tensor(71, device='cuda:0')"
15,27,"tensor(81, device='cuda:0')","tensor(89, device='cuda:0')"
15,28,"tensor(89, device='cuda:0')","tensor(70, device='cuda:0')"
15,29,"tensor(81, device='cuda:0')","tensor(20, device='cuda:0')"
17,0,"tensor(20, device='cuda:0')","tensor(89, device='cuda:0')"
17,1,"tensor(89, device='cuda:0')","tensor(83, device='cuda:0')"
17,2,"tensor(81, device='cuda:0')","tensor(89, device='cuda:0')"
17,3,"tensor(89, device='cuda:0')","tensor(20, device='cuda:0')"
17,4,"tensor(20, device='cuda:0')","tensor(70, device='cuda:0')"
17,5,"tensor(79, device='cuda:0')","tensor(20, device='cuda:0')"
17,6,"tensor(70, device='cuda:0')","tensor(20, device='cuda:0')"
17,7,"tensor(89, device='cuda:0')","tensor(83, device='cuda:0')"
17,8,"tensor(89, device='cuda:0')","tensor(83, device='cuda:0')"
17,9,"tensor(81, device='cuda:0')","tensor(89, device='cuda:0')"
17,10,"tensor(70, device='cuda:0')","tensor(81, device='cuda:0')"
17,11,"tensor(70, device='cuda:0')","tensor(81, device='cuda:0')"
17,12,"tensor(81, device='cuda:0')","tensor(89, device='cuda:0')"
17,13,"tensor(81, device='cuda:0')","tensor(20, device='cuda:0')"
17,14,"tensor(7, device='cuda:0')","tensor(5, device='cuda:0')"
17,15,"tensor(81, device='cuda:0')","tensor(20, device='cuda:0')"
17,16,"tensor(70, device='cuda:0')","tensor(20, device='cuda:0')"
17,17,"tensor(83, device='cuda:0')","tensor(20, device='cuda:0')"
17,18,"tensor(70, device='cuda:0')","tensor(13, device='cuda:0')"
17,19,"tensor(81, device='cuda:0')","tensor(13, device='cuda:0')"
17,20,"tensor(5, device='cuda:0')","tensor(81, device='cuda:0')"
17,21,"tensor(70, device='cuda:0')","tensor(62, device='cuda:0')"
17,22,"tensor(20, device='cuda:0')","tensor(81, device='cuda:0')"
17,23,"tensor(89, device='cuda:0')","tensor(83, device='cuda:0')"
17,24,"tensor(79, device='cuda:0')","tensor(20, device='cuda:0')"
17,25,"tensor(20, device='cuda:0')","tensor(81, device='cuda:0')"
17,26,"tensor(81, device='cuda:0')","tensor(20, device='cuda:0')"
17,27,"tensor(89, device='cuda:0')","tensor(83, device='cuda:0')"
17,28,"tensor(81, device='cuda:0')","tensor(70, device='cuda:0')"
17,29,"tensor(70, device='cuda:0')","tensor(20, device='cuda:0')"
18,0,"tensor(20, device='cuda:0')","tensor(70, device='cuda:0')"
18,1,"tensor(20, device='cuda:0')","tensor(70, device='cuda:0')"
18,2,"tensor(70, device='cuda:0')","tensor(20, device='cuda:0')"
18,3,"tensor(89, device='cuda:0')","tensor(70, device='cuda:0')"
18,4,"tensor(20, device='cuda:0')","tensor(70, device='cuda:0')"
18,5,"tensor(81, device='cuda:0')","tensor(62, device='cuda:0')"
18,6,"tensor(81, device='cuda:0')","tensor(5, device='cuda:0')"
18,7,"tensor(89, device='cuda:0')","tensor(70, device='cuda:0')"
18,8,"tensor(20, device='cuda:0')","tensor(70, device='cuda:0')"
18,9,"tensor(20, device='cuda:0')","tensor(89, device='cuda:0')"
18,10,"tensor(70, device='cuda:0')","tensor(20, device='cuda:0')"
18,11,"tensor(89, device='cuda:0')","tensor(70, device='cuda:0')"
18,12,"tensor(20, device='cuda:0')","tensor(69, device='cuda:0')"
18,13,"tensor(81, device='cuda:0')","tensor(89, device='cuda:0')"
18,14,"tensor(81, device='cuda:0')","tensor(20, device='cuda:0')"
